SMILES,Scaffold,R-groups,NLL
[CH3:0][c:0]1ccc(NS(=O)(=O)c2ccccc2)cc1-c1n[c:2]([N:2]2CCOCC2)sc1-c1c[c:1]([NH2:1])ncn1,c1ccc(S(=O)(=O)Nc2ccc([*])c(-c3c(-c4ncnc([*])c4)sc([*])n3)c2)cc1,*C|*N|C1CN(*)CCO1,4.867081165313721
[CH3:0][c:0]1cc(NS(=O)(=O)c2ccccc2)cc(-c2n[c:1]([C:1](C)(C)C)sc2-c2c[c:2]([NH2:2])ncn2)c1,c1([*])cc(NS(=O)(c2ccccc2)=O)cc(-c2nc([*])sc2-c2cc([*])ncn2)c1,C*|*C(C)(C)C|*N,6.0140604972839355
Cn1ccc([NH:1][c:1]2nc(-c3cc[c:2]([CH3:2])c(NS(=O)(=O)c4ccccc4)c3)c(-c3c[c:0]([NH2:0])ncn3)s2)n1,c1nc([*])cc(-c2sc([*])nc2-c2ccc([*])c(NS(c3ccccc3)(=O)=O)c2)n1,N*|c1cc(N*)nn1C|*C,13.788853645324707
C[CH2:2][c:2]1nc(-c2cccc(NS(=O)(=O)c3cccc[c:1]3[NH2:1])c2)c(-c2c[c:0]([NH2:0])ncn2)s1,s1c(-c2ncnc([*])c2)c(-c2cccc(NS(c3ccccc3[*])(=O)=O)c2)nc1[*],*N|N*|*CC,6.15150785446167
C[CH2:1][c:1]1nc(-c2cccc(NS(=O)(=O)c3ccc[c:0]([C:0](F)(F)F)c3)c2)c(-c2c[c:2]([NH2:2])ncn2)s1,c1c(NS(c2cccc([*])c2)(=O)=O)cccc1-c1nc([*])sc1-c1ncnc([*])c1,*C(F)(F)F|CC*|*N,4.047718048095703
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cccc(-c3n[c:2]([CH2:2]C)sc3-c3c[c:1]([NH2:1])ncn3)c2)cc1,c1c(NS(c2ccc([*])cc2)(=O)=O)cc(-c2c(-c3ncnc([*])c3)sc([*])n2)cc1,*C|*N|C(C)*,4.829719543457031
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cccc1-c1n[c:1]([CH:1]2CCOCC2)sc1-c1c[c:2]([NH2:2])ncn1,c1(-c2c(-c3c([*])c(NS(c4ccccc4)(=O)=O)ccc3)nc([*])s2)ncnc([*])c1,C*|*C1CCOCC1|*N,7.080941677093506
[CH3:0][c:0]1ccc(NS(=O)(=O)c2ccccc2)cc1-c1n[c:2]([CH3:2])sc1-c1ccn[c:1]([NH:1]C(C)c2cccnc2)n1,O=S(=O)(Nc1ccc([*])c(-c2c(-c3nc([*])ncc3)sc([*])n2)c1)c1ccccc1,*C|CC(N*)c1cnccc1|*C,11.689753532409668
[NH2:0][c:0]1nccc(-c2s[c:1]([NH:1]c3ncc(N)c(N4CCCCC4)n3)nc2-c2cc(NS(=O)(=O)c3ccccc3)c[c:2]([CH3:2])c2)n1,c1(-c2c(-c3nc([*])ncc3)sc([*])n2)cc(NS(=O)(c2ccccc2)=O)cc([*])c1,*N|C1CCCN(c2nc(N*)ncc2N)C1|*C,26.240509033203125
[CH3:0][c:0]1ccc(-c2n[c:1]([NH2:1])sc2-c2ccn[c:2]([N:2]3CCC(N(C)C)CC3)n2)cc1NS(=O)(=O)c1ccccc1,c1([*])c(NS(=O)(=O)c2ccccc2)cc(-c2nc([*])sc2-c2ccnc([*])n2)cc1,*C|*N|CN(C)C1CCN(*)CC1,13.8814058303833
[NH2:0][c:0]1nccc(-c2s[c:1]([N:1]3CCOCC3)nc2-c2cccc(NS(=O)(=O)c3cccc[c:2]3[CH3:2])c2)n1,c1c(S(Nc2cccc(-c3c(-c4nc([*])ncc4)sc([*])n3)c2)(=O)=O)c([*])ccc1,*N|C1N(*)CCOC1|*C,4.592846870422363
[CH3:0][c:0]1nc(-c2cccc(NS(=O)(=O)c3ccc[c:2]([C:2](F)(F)F)c3)c2)c(-c2ccn[c:1]([CH:1](C)C)n2)s1,c1([*])sc(-c2nc([*])ncc2)c(-c2cccc(NS(=O)(c3cc([*])ccc3)=O)c2)n1,C*|CC(*)C|FC(F)(F)*,6.563124656677246
O=S(=O)(Nc1cccc(-c2n[c:1]([CH3:1])sc2-c2ccn[c:2]([NH2:2])n2)c1)c1cc[c:0]([C:0](F)(F)F)cc1,c1c(NS(=O)(=O)c2ccc([*])cc2)cc(-c2nc([*])sc2-c2ccnc([*])n2)cc1,FC(F)(F)*|*C|*N,7.457431316375732
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cccc1-c1n[c:1]([NH:1]c2ccccn2)sc1-c1ccn[c:2]([NH2:2])n1,c1(-c2c(-c3c([*])c(NS(=O)(c4ccccc4)=O)ccc3)nc([*])s2)nc([*])ncc1,*C|c1cccc(N*)n1|*N,8.561394691467285
O=S(=O)(Nc1c[c:0](-[c:0]2cccnc2)[c:1]([CH3:1])c(-c2n[c:2]([N:2]3CCOCC3)sc2-c2ccncn2)c1)c1ccccc1,c1(-c2cc(NS(=O)(=O)c3ccccc3)cc([*])c2[*])c(-c2ncncc2)sc([*])n1,*c1cccnc1|*C|N1(*)CCOCC1,11.593474388122559
NC(=O)C[NH:0][c:0]1nc(-c2cc(NS(=O)(=O)c3ccccc3)[c:2]([CH3:2])c[c:1]2[CH3:1])c(-c2ccncn2)s1,c1(NS(=O)(=O)c2ccccc2)cc(-c2c(-c3ncncc3)sc([*])n2)c([*])cc1[*],*NCC(=O)N|C*|*C,7.939340591430664
[NH2:0][c:0]1ccccc1S(=O)(=O)Nc1cc[c:1]([CH3:1])c(-c2n[c:2]([N:2]3CCOCC3)sc2-c2ccncn2)c1,c1(NS(=O)(c2c([*])cccc2)=O)ccc([*])c(-c2nc([*])sc2-c2ncncc2)c1,*N|*C|O1CCN(*)CC1,6.477943420410156
C[CH2:0][c:0]1ccc(NS(=O)(=O)c2ccc[c:1]([C:1](F)(F)F)c2)cc1-c1n[c:2]([NH2:2])sc1-c1ccncn1,[*]c1ccc(NS(=O)(c2cccc([*])c2)=O)cc1-c1nc([*])sc1-c1ccncn1,C(*)C|FC(F)(F)*|N*,8.763654708862305
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cc[c:1]([CH3:1])c(-c3n[c:2]([NH2:2])sc3-c3ccncn3)c2)cc1,c1(-c2cc(NS(=O)(c3ccc([*])cc3)=O)ccc2[*])c(-c2ccncn2)sc([*])n1,C*|*C|*N,3.491638422012329
C[N:0](C)[c:0]1nc(-c2[c:1]([CH3:1])ccc(NS(=O)(=O)c3ccccc3)[c:2]2[CH3:2])c(-c2ccncn2)s1,n1cnccc1-c1sc([*])nc1-c1c([*])ccc(NS(=O)(=O)c2ccccc2)c1[*],*N(C)C|*C|*C,8.752476692199707
O=S(=O)(Nc1cc(-c2n[c:0]([N:0]3CCOCC3)sc2-c2ccncn2)c[c:2]([NH2:2])[c:1]1[CH3:1])c1ccccc1,c1c(-c2sc([*])nc2-c2cc(NS(c3ccccc3)(=O)=O)c([*])c([*])c2)ncnc1,C1OCCN(*)C1|*C|*N,6.4751458168029785
O=S(=O)(Nc1cc(-c2n[c:2]([CH3:2])sc2-c2ccncn2)c[c:0]([C:0](F)(F)F)c1)c1cccc[c:1]1[CH3:1],c1(-c2c(-c3cc([*])cc(NS(=O)(=O)c4c([*])cccc4)c3)nc([*])s2)ccncn1,*C(F)(F)F|*C|C*,4.516229152679443
CC[NH:2][c:2]1nc(-c2cc(NS(=O)(=O)c3ccc[c:0]([C:0](F)(F)F)c3)c[c:1]([CH3:1])c2)c(-c2ccncn2)s1,c1c(NS(=O)(=O)c2cc([*])ccc2)cc([*])cc1-c1nc([*])sc1-c1ncncc1,FC(F)(F)*|C*|*NCC,9.629007339477539
[CH3:0][c:0]1cc(NS(=O)(=O)c2cc[c:1]([CH3:1])cc2)cc(-c2n[c:2]([N:2]3CCCC3)sc2-c2ccncn2)c1,c1(-c2c(-c3cc([*])cc(NS(=O)(c4ccc([*])cc4)=O)c3)nc([*])s2)ncncc1,C*|C*|C1CCN(*)C1,7.279289722442627
[CH3:0][c:0]1cc(NS(=O)(=O)c2ccccc2)[c:2]([CH3:2])c(-c2n[c:1](-[c:1]3ccccn3)sc2-c2ccncn2)c1,O=S(=O)(c1ccccc1)Nc1cc([*])cc(-c2c(-c3ncncc3)sc([*])n2)c1[*],*C|c1ccnc(*)c1|C*,10.013641357421875
[CH3:0][c:0]1ccc(-c2n[c:2]([N:2]3CCN(C)CC3)sc2-c2ccncn2)cc1NS(=O)(=O)c1cccc[c:1]1[C:1](F)(F)F,c1([*])c(NS(=O)(c2c([*])cccc2)=O)cc(-c2nc([*])sc2-c2ccncn2)cc1,C*|FC(*)(F)F|C1N(C)CCN(*)C1,8.789631843566895
O=S(=O)(Nc1cc(-c2n[c:1]([CH3:1])sc2-c2ccncn2)cc[c:0]1[C:0](F)(F)F)c1ccc[c:2]([C:2](F)(F)F)c1,c1(S(=O)(=O)Nc2c([*])ccc(-c3c(-c4ccncn4)sc([*])n3)c2)cc([*])ccc1,FC(F)(*)F|*C|C(F)(*)(F)F,8.070417404174805
C[NH:0][c:0]1nc(-c2cc[c:2]([CH3:2])c(NS(=O)(=O)c3cc[c:1]([C:1](F)(F)F)cc3)c2)c(-c2ccncn2)s1,c1([*])sc(-c2ncncc2)c(-c2cc(NS(c3ccc([*])cc3)(=O)=O)c([*])cc2)n1,*NC|FC(*)(F)F|*C,7.562829494476318
[CH3:0][c:0]1c(-c2n[c:1]([CH3:1])sc2-c2ccncn2)cc[c:2]([CH3:2])c1NS(=O)(=O)c1ccccc1,c1(S(Nc2c([*])c(-c3c(-c4ccncn4)sc([*])n3)ccc2[*])(=O)=O)ccccc1,*C|*C|*C,3.2510814666748047
[CH3:0][c:0]1c(S(=O)(=O)Nc2cccc(-c3n[c:2]([CH3:2])sc3-c3ccncn3)c2)ccc[c:1]1[CH3:1],c1(-c2c(-c3cc(NS(=O)(c4c([*])c([*])ccc4)=O)ccc3)nc([*])s2)ccncn1,*C|C*|*C,2.8929171562194824
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cccc(-c3n[c:1]([CH3:1])sc3-c3ccncn3)c2)[c:2]([CH3:2])c1,[*]c1ccc(S(=O)(=O)Nc2cccc(-c3c(-c4ccncn4)sc([*])n3)c2)c([*])c1,C*|*C|C*,2.3840794563293457
[NH2:0][c:0]1nc(-c2cccc(NS(=O)(=O)c3c[c:2]([CH3:2])cc[c:1]3[CH3:1])c2)c(-c2ccncn2)s1,n1c([*])sc(-c2ccncn2)c1-c1cccc(NS(c2c([*])ccc([*])c2)(=O)=O)c1,N*|C*|*C,4.022069454193115
[CH3:0][c:0]1ccc[c:1]([CH3:1])c1S(=O)(=O)Nc1cccc(-c2n[c:2]([NH2:2])sc2-c2ccncn2)c1,c1(NS(c2c([*])cccc2[*])(=O)=O)cc(-c2nc([*])sc2-c2ncncc2)ccc1,*C|C*|*N,2.7645905017852783
O=S(=O)(Nc1cccc(-c2n[c:0]([CH:0]3CCNCC3)sc2-c2ccncn2)[c:2]1[CH3:2])c1cccc[c:1]1[CH3:1],[*]c1nc(-c2cccc(NS(c3ccccc3[*])(=O)=O)c2[*])c(-c2ccncn2)s1,C1CNCCC1*|*C|*C,8.776779174804688
[CH3:0][c:0]1nc(-c2cccc(NS(=O)(=O)c3cc[c:1]([CH3:1])[c:2]([CH3:2])c3)c2)c(-c2ccncn2)s1,c1(-c2c(-c3ccncn3)sc([*])n2)cccc(NS(=O)(=O)c2ccc([*])c([*])c2)c1,C*|*C|*C,2.11822509765625
C[C:1](C)(C)[c:1]1c[c:0]([C:0](F)(F)F)cc(S(=O)(=O)Nc2cccc(-c3n[c:2]([NH2:2])sc3-c3ccncn3)c2)c1,s1c(-c2ncncc2)c(-c2cccc(NS(c3cc([*])cc([*])c3)(=O)=O)c2)nc1[*],C(*)(F)(F)F|C(*)(C)(C)C|N*,12.315739631652832
[CH3:0][c:0]1nc(-c2cccc(NS(=O)(=O)c3ccc[c:2]([CH3:2])c3)[c:1]2[CH3:1])c(-c2ccncn2)s1,c1ccc(-c2c(-c3ccncn3)sc([*])n2)c([*])c1NS(=O)(=O)c1cccc([*])c1,C*|C*|C*,6.067088603973389
[CH3:0][c:0]1c(NS(=O)(=O)c2cc[c:2]([CH3:2])cc2)cccc1-c1n[c:1]([NH:1]C)sc1-c1ccncn1,c1cc(S(=O)(=O)Nc2c([*])c(-c3c(-c4ccncn4)sc([*])n3)ccc2)ccc1[*],*C|CN*|C*,6.532463550567627
[CH3:0][c:0]1c(-c2scnc2-c2cccc(NS(=O)(=O)c3ccccc3)c2)n[c:2]([CH3:2])n[c:1]1[CH:1](F)F,c1(-c2c([*])c([*])nc([*])n2)c(-c2cccc(NS(=O)(=O)c3ccccc3)c2)ncs1,*C|C(F)(F)*|C*,9.51009464263916
[CH3:0][c:0]1ccc(NS(=O)(=O)c2ccccc2)cc1-c1ncsc1-c1ncn[c:2]([CH2:2]C)[c:1]1[NH:1]c1cc[nH]c(=O)c1,c1nc(-c2cc(NS(=O)(c3ccccc3)=O)ccc2[*])c(-c2c([*])c([*])ncn2)s1,*C|c1c(=O)[nH]ccc1N*|CC*,14.158658981323242
C#[C:2][c:2]1c(-c2scnc2-c2c[c:0]([CH3:0])cc(NS(=O)(=O)c3ccccc3)c2)ncn[c:1]1[CH2:1]C,c1([*])cc(NS(=O)(c2ccccc2)=O)cc(-c2ncsc2-c2ncnc([*])c2[*])c1,*C|*CC|C(#C)*,5.808855056762695
[CH3:0][c:0]1ccc(-c2ncsc2-c2ncn[c:2]([CH2:2]C)[c:1]2-[c:1]2csc(N)n2)cc1NS(=O)(=O)c1ccccc1,s1cnc(-c2ccc([*])c(NS(c3ccccc3)(=O)=O)c2)c1-c1c([*])c([*])ncn1,*C|c1(N)scc(*)n1|*CC,8.829536437988281
[CH3:0][c:0]1ncnc(-c2scnc2-c2cccc(NS(=O)(=O)c3cccc[c:2]3[CH3:2])c2)[c:1]1[C:1]#Cc1cnc(N)cn1,c1(-c2c(-c3ncnc([*])c3[*])scn2)cc(NS(=O)(c2c([*])cccc2)=O)ccc1,*C|n1cc(N)ncc1C#C*|*C,13.817928314208984
O=S(=O)(Nc1cccc(-c2ncsc2-c2ncn[c:2]([NH2:2])[c:1]2-[c:1]2ccncc2)c1)c1ccc[c:0]([C:0](F)(F)F)c1,n1cnc(-c2scnc2-c2cccc(NS(=O)(c3cc([*])ccc3)=O)c2)c([*])c1[*],*C(F)(F)F|c1c(*)ccnc1|N*,6.385187149047852
NC[CH2:0][c:0]1ccc(S(=O)(=O)Nc2cccc(-c3ncsc3-c3ncn[c:2]([CH3:2])[c:1]3-[c:1]3ccc(CNS(=O)(=O)Cc4ccccc4)cc3)c2)cc1,n1c(-c2scnc2-c2cccc(NS(=O)(c3ccc([*])cc3)=O)c2)c([*])c([*])nc1,*CCN|c1ccccc1CS(=O)(=O)NCc1ccc(*)cc1|C*,21.69692039489746
C[CH2:0][c:0]1ncnc(-c2scnc2-c2cccc(NS(=O)(=O)c3ccccc3)[c:2]2[CH3:2])[c:1]1[CH2:1]C,c1([*])c([*])c(-c2scnc2-c2c([*])c(NS(=O)(c3ccccc3)=O)ccc2)ncn1,*CC|CC*|*C,5.385837078094482
[CH3:0][c:0]1cn[c:1]([NH:1]c2cc(C3CC3)c(F)c([S+](C)[O-])c2)nc1-c1scnc1-c1cc(NS(=O)(=O)c2ccccc2)cc[c:2]1[CH3:2],[*]c1cnc([*])nc1-c1scnc1-c1c([*])ccc(NS(=O)(=O)c2ccccc2)c1,C*|c1(N*)cc(C2CC2)c(F)c([S+]([O-])C)c1|*C,16.246644973754883
COc1nc(N2CCN(C)CC2)ccc1[NH:0][c:0]1nc[c:1]([CH3:1])c(-c2scnc2-c2cc(NS(=O)(=O)c3ccccc3)c[c:2]([C:2](F)(F)F)c2)n1,c1c(-c2ncsc2-c2nc([*])ncc2[*])cc(NS(=O)(=O)c2ccccc2)cc1[*],N(*)c1c(OC)nc(N2CCN(C)CC2)cc1|*C|FC(*)(F)F,15.924189567565918
[CH3:0][c:0]1ccc(-c2ncsc2-c2n[c:2]([NH:2]c3cc(=O)c(F)ccc3F)nc[c:1]2[CH3:1])cc1NS(=O)(=O)c1ccccc1,S(=O)(=O)(Nc1c([*])ccc(-c2c(-c3c([*])cnc([*])n3)scn2)c1)c1ccccc1,C*|C*|Fc1c(N*)cc(=O)c(F)cc1,18.73210334777832
COc1cc(OC)cc([NH:1][c:1]2nc[c:2]([CH3:2])c(-c3scnc3-c3cccc(NS(=O)(=O)c4cccc[c:0]4[CH3:0])c3)n2)c1,c1(NS(=O)(=O)c2ccccc2[*])cc(-c2ncsc2-c2nc([*])ncc2[*])ccc1,*C|c1(OC)cc(OC)cc(N*)c1|*C,11.08632755279541
COc1cc(OC)cc([NH:2][c:2]2nc[c:1]([CH3:1])c(-c3scnc3-c3cccc(NS(=O)(=O)c4ccc[c:0]([C:0](F)(F)F)c4)c3)n2)c1,c1cc(NS(c2cccc([*])c2)(=O)=O)cc(-c2c(-c3c([*])cnc([*])n3)scn2)c1,C(*)(F)(F)F|*C|c1(N*)cc(OC)cc(OC)c1,7.229987621307373
[CH3:0][c:0]1ccc(S(=O)(=O)Nc2cccc(-c3ncsc3-c3n[c:1]([NH:1]C4CC4)nc[c:2]3[CH3:2])c2)cc1,c1(NS(c2ccc([*])cc2)(=O)=O)cccc(-c2c(-c3nc([*])ncc3[*])scn2)c1,C*|N(*)C1CC1|C*,9.787654876708984
[CH3:0][c:0]1cn[c:2]([NH2:2])nc1-c1scnc1-c1cccc(NS(=O)(=O)c2ccccc2)[c:1]1[CH3:1],c1([*])c(-c2c(-c3cccc(NS(c4ccccc4)(=O)=O)c3[*])ncs2)nc([*])nc1,*C|C*|N*,3.838860034942627
[CH3:0][c:0]1cncnc1-c1scnc1-c1cc(NS(=O)(=O)c2ccccc2)c[c:2]([CH3:2])[c:1]1[CH3:1],c1ccccc1S(=O)(Nc1cc(-c2ncsc2-c2ncncc2[*])c([*])c([*])c1)=O,C*|*C|*C,3.0629725456237793
O=S(=O)(Nc1cc(-c2ncsc2-c2ncnc[c:0]2[C:0](F)(F)F)[c:2]([CH3:2])c[c:1]1[CH3:1])c1ccccc1,[*]c1c(-c2scnc2-c2cc(NS(=O)(c3ccccc3)=O)c([*])cc2[*])ncnc1,*C(F)(F)F|C*|C*,3.092550754547119
[CH3:0][c:0]1ccccc1S(=O)(=O)Nc1cc[c:1]([CH3:1])c(-c2ncsc2-c2ncnc[c:2]2-[c:2]2ccc(CN(C)C)nc2)c1,O=S(=O)(c1ccccc1[*])Nc1ccc([*])c(-c2c(-c3ncncc3[*])scn2)c1,C*|*C|CN(C)Cc1ccc(*)cn1,10.826495170593262
[CH3:0][c:0]1ccc(NS(=O)(=O)c2ccc[c:2]([C:2](F)(F)F)c2)cc1-c1ncsc1-c1ncnc[c:1]1-[c:1]1cccnc1,c1(S(Nc2ccc([*])c(-c3c(-c4ncncc4[*])scn3)c2)(=O)=O)cc([*])ccc1,*C|c1c(*)cccn1|*C(F)(F)F,6.944105625152588
O=S(=O)(Nc1cc[c:2]([CH3:2])c(-c2ncsc2-c2ncnc[c:0]2[C:0](F)(F)F)c1)c1cc[c:1]([CH3:1])cc1,s1c(-c2c([*])cncn2)c(-c2cc(NS(=O)(c3ccc([*])cc3)=O)ccc2[*])nc1,*C(F)(F)F|C*|C*,5.379292011260986
[CH3:0][c:0]1ccc(NS(=O)(=O)c2ccccc2)[c:2]([CH3:2])c1-c1ncsc1-c1ncnc[c:1]1[CH3:1],c1cc(S(Nc2ccc([*])c(-c3ncsc3-c3ncncc3[*])c2[*])(=O)=O)ccc1,*C|C*|C*,2.457146406173706
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)cc(-c2ncsc2-c2ncnc[c:2]2[CH3:2])c[c:1]1[CH3:1],[*]c1c([*])cc(-c2ncsc2-c2ncncc2[*])cc1NS(c1ccccc1)(=O)=O,C*|*C|*C,2.6833043098449707
CC(C)OC(=O)C[CH2:0][c:0]1cncnc1-c1scnc1-c1cc(NS(=O)(=O)c2cccc[c:1]2[C:1](F)(F)F)c[c:2]([CH3:2])c1,c1ncc([*])c(-c2scnc2-c2cc(NS(=O)(c3ccccc3[*])=O)cc([*])c2)n1,CC(OC(=O)CC*)C|C(F)(*)(F)F|*C,17.905195236206055
Cc1c[c:0](-[c:0]2cncnc2-c2scnc2-c2cc(NS(=O)(=O)c3ccc[c:2]([NH2:2])c3)c[c:1]([CH3:1])c2)nn1C,n1cncc([*])c1-c1c(-c2cc([*])cc(NS(=O)(=O)c3cccc([*])c3)c2)ncs1,c1(*)cc(C)n(C)n1|C*|N*,13.348305702209473
O=S(=O)(Nc1cc(-c2ncsc2-c2ncnc[c:0]2[N:0]2CCOCC2)c[c:2]([CH3:2])c1)c1cc[c:1]([C:1](F)(F)F)cc1,c1(-c2ncncc2[*])c(-c2cc(NS(=O)(c3ccc([*])cc3)=O)cc([*])c2)ncs1,C1OCCN(*)C1|FC(F)(F)*|*C,12.458588600158691
[CH3:0][c:0]1c(NS(=O)(=O)c2ccccc2)c[c:1]([CH3:1])cc1-c1ncsc1-c1ncnc[c:2]1[CH3:2],c1(-c2c([*])c(NS(c3ccccc3)(=O)=O)cc([*])c2)ncsc1-c1c([*])cncn1,*C|C*|*C,3.582347869873047
O=S(=O)(Nc1cc(-c2ncsc2-c2ncnc[c:0]2-[c:0]2cnn3c2OCCC3)cc[c:1]1[CH3:1])c1cccc[c:2]1[CH3:2],c1c(S(=O)(=O)Nc2cc(-c3ncsc3-c3c([*])cncn3)ccc2[*])c([*])ccc1,c12n(ncc1*)CCCO2|C*|C*,17.92279624938965
C[N:1](C1CC1)[c:1]1ccc(-c2ncsc2-c2ncnc[c:2]2[CH:2](C)C)cc1NS(=O)(=O)c1ccc[c:0]([C:0](F)(F)F)c1,[*]c1cc(S(Nc2c([*])ccc(-c3ncsc3-c3c([*])cncn3)c2)(=O)=O)ccc1,FC(*)(F)F|C1C(N(*)C)C1|C(C)(C)*,14.20859146118164
O=S(=O)(Nc1cc(-c2ncsc2-c2ncnc[c:0]2-[c:0]2ccccc2)cc[c:1]1[CH3:1])c1cc[c:2]([NH2:2])cc1,c1(S(Nc2cc(-c3ncsc3-c3c([*])cncn3)ccc2[*])(=O)=O)ccc([*])cc1,*c1ccccc1|*C|*N,7.875826835632324
CC(C)(C)c1cs[c:0](-[c:0]2cncnc2-c2scnc2-c2cc[c:2]([CH3:2])c(NS(=O)(=O)c3ccccc3)[c:1]2[CH3:1])n1,c1(-c2c(-c3ncncc3[*])scn2)c([*])c(NS(=O)(=O)c2ccccc2)c([*])cc1,n1c(C(C)(C)C)csc1*|*C|*C,12.856006622314453
O=S(=O)(Nc1cccc(-c2ncsc2-c2ncnc[c:0]2-[c:0]2ccc(F)cc2)c1)c1ccc[c:1]([CH3:1])[c:2]1[CH3:2],c1(-c2ncncc2[*])c(-c2cc(NS(=O)(=O)c3cccc([*])c3[*])ccc2)ncs1,c1cc(*)ccc1F|C*|*C,6.281145095825195
O=S(=O)(Nc1cccc(-c2ncsc2-c2ncnc[c:0]2-[c:0]2ccsc2)c1)c1cc[c:2]([CH3:2])c[c:1]1[CH3:1],c1c(-c2ncsc2-c2ncncc2[*])cccc1NS(=O)(c1c([*])cc([*])cc1)=O,c1(*)cscc1|*C|C*,10.026956558227539
[CH3:0][c:0]1cc[c:2]([C:2](F)(F)F)cc1S(=O)(=O)Nc1cccc(-c2ncsc2-c2ncnc[c:1]2[C:1](F)(F)F)c1,c1cc([*])c(S(=O)(Nc2cc(-c3ncsc3-c3c([*])cncn3)ccc2)=O)cc1[*],C*|C(F)(F)(*)F|FC(F)(*)F,9.386773109436035
[CH3:0][c:0]1ccc[c:2]([CH3:2])c1S(=O)(=O)Nc1cccc(-c2ncsc2-c2ncnc[c:1]2[CH3:1])c1,c1c([*])c(S(=O)(=O)Nc2cc(-c3ncsc3-c3ncncc3[*])ccc2)c([*])cc1,C*|C*|*C,2.937424659729004
