SMILES,Scaffold,R-groups,NLL
N#[C:1][C:1]1=CCC2c3cc4c(cc3C[CH:0]([NH2:0])N3CCCC231)OCO4,c12c(cc3c(c1)CC([*])N1C4(C([*])=CCC43)CCC1)OCO2,N*|C(*)#N,3.6582863330841064
Cl[CH2:0][CH:0]1CN2CCCC23C(CC=[C:1]3[NH2:1])c2cc3c(cc21)OCO3,C1N2CC([*])c3c(cc4c(c3)OCO4)C3CC=C([*])C23CC1,C(*)Cl|N*,7.007544994354248
[CH3:0][c:0]1c2c(cc3c1OCO3)C1CC=[C:1]([C:1](C)=O)C13CCCN3CC2,c12c(cc3c(c1[*])OCO3)C1C3(CCCN3CC2)C([*])=CC1,C*|C(=O)(C)*,12.67050552368164
CCOC(=O)C1Cc2ccc[c:0](-[c:0]3c4c(cc5c3C3CC=[C:1]([C:1]#N)C36CCCN6CC5)OCO4)c2O1,[*]c1c2c(cc3c1C1CC=C([*])C14N(CC3)CCC4)OCO2,c12c(cccc1*)CC(C(OCC)=O)O2|*C#N,24.709070205688477
N#[C:0][C:0]1=CC[C:1]2([CH3:1])c3cc4c(cc3CCN3CCCC132)OCO4,C1=C([*])C23C([*])(C1)c1cc4c(cc1CCN2CCC3)OCO4,C(*)#N|C*,2.7774717807769775
CC(C)[CH2:0][CH:0]1C=[C:1]([c:1]2ccc(C#N)cc2)C23CCCN2CCc2cc4c(cc2C13)OCO4,C1CC23N(C1)CCc1c(cc4c(c1)OCO4)C2C([*])C=C3[*],C(*)C(C)C|*c1ccc(C#N)cc1,20.11191749572754
CCCNC(=O)OC[CH2:0][CH:0]1Oc2cc3c(cc2O1)C1CC=[C:1]([C:1]#N)C12CCCN2CC3,C1CCC23C(c4cc5c(cc4CCN12)OC([*])O5)CC=C3[*],C(COC(NCCC)=O)*|*C#N,15.895214080810547
[CH3:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32[CH:1]1[c:1]1cc[nH]c1)OCO4,C1=CC23N(CCc4c(cc5c(c4)OCO5)C2C1)CC([*])C3[*],C*|[nH]1cc(*)cc1,12.258589744567871
CCOC(=O)[CH2:1][CH:1]1C[CH:0]([CH3:0])N2CCc3cc4c(cc3C3CC=CC321)OCO4,C12CC=CC13N(CCc1c2cc2c(c1)OCO2)C([*])CC3[*],C*|C(C)OC(C*)=O,10.621603965759277
Cl[CH2:0][CH:0]1CCN2C13C=CCC3c1cc3c(cc1C[CH:1]2[CH3:1])OCO3,c12c(cc3c(c1)OCO3)C1C3(N(CCC3[*])C([*])C2)C=CC1,C(Cl)*|*C,5.343409538269043
C=C[C:1](C)(C)[CH:1]1CCN2C[CH:0]([CH3:0])c3cc4c(cc3C3CC=CC321)OCO4,C1([*])CN2C3(C(CC=C3)c3cc4c(cc31)OCO4)C([*])CC2,C*|CC(C)(C=C)*,9.42823600769043
[CH3:0][CH:0]1CCN2CCc3c(cc4c([c:1]3[CH3:1])OCO4)C3CC=CC132,C123N(CCC1[*])CCc1c([*])c4c(cc1C2CC=C3)OCO4,C*|C*,2.63787579536438
[CH3:0][c:0]1c2c(cc3c1C1CC=CC14N(CC3)CC[CH:1]4[CH2:1]C)OCO2,c12c(cc3c(c1[*])OCO3)CCN1CCC([*])C13C=CCC23,C*|CC*,4.779417991638184
C[CH2:0][CH:0]1CCN2CCc3cc4c(cc3[C:1]3([CH3:1])CC=CC123)OCO4,C1C([*])C23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1,*CC|*C,4.554615497589111
[CH3:0][CH:0]1C=CC23C1c1cc4c(cc1CCN2CC[CH:1]3[C:1](C)(C)Br)OCO4,C1CN2CCc3c(cc4c(c3)OCO4)C3C2(C=CC3[*])C1[*],C*|CC(C)(*)Br,9.345386505126953
CCC[C:1](N)(O)[CH:1]1Oc2cc3c(cc2O1)C1CC=CC12[CH:0]([NH2:0])CCN2CC3,[*]C1CCN2CCc3cc4c(cc3C3CC=CC132)OC([*])O4,N*|NC(*)(CCC)O,20.56184959411621
[CH3:0][CH:0]1N2CCc3cc4c(cc3C3CC=CC32C[CH:1]1[CH2:1]C)OCO4,[*]C1N2C3(C(c4cc5c(cc4CC2)OCO5)CC=C3)CC1[*],*C|*CC,3.0961408615112305
C[CH2:0][CH:0]1Cc2cc3c(cc2C2CC=CC24C[CH:1]([CH3:1])CN14)OCO3,C1C([*])N2CC([*])CC23C=CCC3c2cc3c(cc21)OCO3,C(C)*|*C,5.975517272949219
[CH3:0][CH:0]1CN2C[CH:1]([NH:1]C)CC23C=CCC3c2cc3c(cc21)OCO3,c1c2c(cc3c1OCO3)C1C3(N(CC2[*])CC([*])C3)C=CC1,C*|N(C)*,5.533356189727783
[CH3:0][CH:0]1CN2CCc3c(cc4c([c:1]3[N:1]3CCN(C)CC3)OCO4)C3CC=CC32C1,C1N2CC([*])CC23C(CC=C3)c2c(c([*])c3c(c2)OCO3)C1,C*|C1CN(*)CCN1C,8.732166290283203
O=C([CH2:0][CH:0]1CN2CCc3cc4c([c:1]([CH3:1])c3C3CC=CC32C1)OCO4)NC1CC2CC3CC(C2)CC1C3,[*]C1CN2CCc3cc4c(c([*])c3C3CC=CC23C1)OCO4,*CC(=O)NC1CC2CC3CC1CC(C2)C3|C*,23.829233169555664
[CH3:0][C:0]12CC=CC13C[CH:1]([CH3:1])CN3CCc1cc3c(cc12)OCO3,C1Oc2c(cc3c(c2)C2([*])C4(CC([*])CN4CC3)C=CC2)O1,*C|C*,2.146613836288452
[CH3:0][CH:0]1C=CC23C[CH:1]([CH3:1])CN2CCc2cc4c(cc2C13)OCO4,C1CN2C3(C(C([*])C=C3)c3cc4c(cc31)OCO4)CC([*])C2,C*|C*,3.132108211517334
C[CH2:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32C1)O[CH:1]([O:1]CC)O4,C123CC([*])CN1CCc1c(cc4c(c1)OC([*])O4)C2CC=C3,C(*)C|CCO*,9.39462947845459
N#C[CH2:0][CH:0]1CCC23C=CCC2c2cc4c(cc2[CH:1]([c:1]2ccc5c(c2)OCO5)CN13)OCO4,[*]C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OCO4,C(*)C#N|c1c2c(cc(*)c1)OCO2,15.607071876525879
CN1CCC(NC(=O)C[NH:0][CH:0]2CCC34C=CCC3c3cc5c([c:1]([CH3:1])c3CCN24)OCO5)C1,C1C([*])N2CCc3c([*])c4c(cc3C3CC=CC32C1)OCO4,C(NC1CCN(C)C1)(CN*)=O|C*,20.659255981445312
[NH2:0][c:0]1c2c(cc3c1C1CC=CC14CC[CH:1]([CH3:1])N4CC3)OCO2,N12CCc3c(c([*])c4c(c3)OCO4)C3C1(CCC2[*])C=CC3,N*|*C,3.7883589267730713
COC(=O)[CH:0](C(=O)O)[CH:0]1C=CC23CC[CH:1]([c:1]4ccccc4)N2CCc2cc4c(cc2C13)OCO4,c12cc3c(cc1CCN1C4(C=CC([*])C24)CCC1[*])OCO3,C(C(C(O)=O)*)(OC)=O|c1ccc(*)cc1,18.293684005737305
CCOC(=O)[CH:0](NC(=O)OC(C)(C)C)[CH:0]1Oc2cc3c(cc2O1)C1CC=CC12CC[CH:1]([CH3:1])N2CC3,[*]C1Oc2c(cc3c(c2)C2CC=CC24N(CC3)C([*])CC4)O1,O=C(C(*)NC(OC(C)(C)C)=O)OCC|C*,18.829866409301758
COc1c[c:0]([CH:0]2N3CCCC34C=CCC4c3cc4c(cc3[CH:1]2[CH2:1]CO[N+](=O)[O-])OCO4)cc(OC)c1OC,[*]C1C([*])c2c(cc3c(c2)OCO3)C2CC=CC23CCCN31,c1(*)cc(OC)c(OC)c(OC)c1|C(O[N+]([O-])=O)C*,15.596540451049805
[CH3:0][c:0]1c2c(cc3c1OCO3)C1CC=CC13CCCN3[CH:1]([NH2:1])C2,C1CCC23C(c4c(c([*])c5c(c4)OCO5)CC([*])N12)CC=C3,*C|N*,3.5158517360687256
C=CC(=C[CH2:1][c:1]1c2c(cc3c1C1CC=CC14CCCN4[CH:0]([CH2:0]C)C3)OCO2)C1=c2ccccc2=Cc2c3[nH]c1c2COC3=O,C1=CC23N(CCC2)C([*])Cc2c(c([*])c4c(c2)OCO4)C3C1,*CC|c12c3c([nH]c1c(C(=CC*)C=C)c1ccccc1c3)C(=O)OC2,33.670413970947266
C=C[CH2:0][C:0]12CC=CC13CCCN3[CH:1]([CH2:1]C=O)Cc1cc3c(cc12)OCO3,c12c(cc3c(c1)C1([*])CC=CC14N(C([*])C3)CCC4)OCO2,*CC=C|*CC=O,7.436964988708496
C[NH:0][CH:0]1Cc2cc3c(cc2C2CC=CC24CCCN14)O[CH:1]([C:1](=O)O)O3,O1c2c(cc3c(c2)CC([*])N2CCCC24C=CCC34)OC1[*],*NC|O=C(*)O,8.892669677734375
[CH3:0][c:0]1c2c(cc3c1[CH:1]([CH2:1]Cl)CN1CCCC14C=CCC34)OCO2,O1c2cc3c(c([*])c2OC1)C([*])CN1CCCC12C=CCC32,*C|*CCl,4.630590915679932
C=C[CH2:0][c:0]1c2c(cc3c1C1CC=CC14CCCN4C[CH:1]3[CH3:1])OCO2,N12CCCC13C=CCC3c1c(cc3c(c1[*])OCO3)C([*])C2,C(C*)=C|C*,9.428653717041016
[NH2:0][CH:0]1CN2CCCC23C=CC[C:1]3([CH3:1])c2cc3c(cc21)OCO3,[*]C1c2cc3c(cc2C2([*])C4(CCCN4C1)C=CC2)OCO3,*N|*C,3.779839038848877
[CH3:0][CH:0]1CN2CCCC23C=C[CH:1]([CH2:1]CCO)C3c2cc3c(cc21)OCO3,O1c2cc3c(cc2OC1)C([*])CN1C2(CCC1)C3C([*])C=C2,*C|C(*)CCO,8.412141799926758
ClCC[N:1](CCCl)[CH:1]1Oc2cc3c(cc2O1)C1CC=CC12CCCN2C[CH:0]3[C:0](Cl)(Cl)Cl,C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OC([*])O4,*C(Cl)(Cl)Cl|*N(CCCl)CCCl,10.916306495666504
C1=CC23CCCN2CCc2c([c:0](-[c:0]4ccccc4)c4c([c:1]2-[c:1]2ccccc2)OCO4)C3C1,[*]c1c2c(c([*])c3c1OCO3)CCN1CCCC13C=CCC23,*c1ccccc1|c1cc(*)ccc1,8.586522102355957
[CH3:0][c:0]1c2c(cc3c1OCO3)[C:1]1([CH3:1])CC=CC13CCCN3CC2,C1Oc2c(cc3c(c2[*])CCN2C4(C=CCC34[*])CCC2)O1,*C|*C,2.2810630798339844
CC[CH2:0][CH:0]1C=CC23CCCN2CCc2c(cc4c([c:1]2-[c:1]2ccc(O)c(O)c2)OCO4)C13,N12CCCC13C(C([*])C=C3)c1cc3c(c([*])c1CC2)OCO3,CCC*|*c1ccc(O)c(O)c1,13.140629768371582
[CH3:0][c:0]1c2c(cc3c1O[CH:1]([NH:1]C)O3)C1CC=CC13CCCN3CC2,C123C=CCC1c1cc4c(c([*])c1CCN2CCC3)OC([*])O4,*C|N(*)C,6.049977779388428
[CH3:0][C:0]12CC=CC13CCCN3CCc1cc3c([c:1]([CH2:1]c4ccccc4)c12)OCO3,N12C3(C([*])(CC=C3)c3c(cc4c(c3[*])OCO4)CC1)CCC2,C*|c1ccc(C*)cc1,8.945942878723145
[NH2:0][CH:0]1C=CC23CCCN2CCc2cc4c([c:1]([CH3:1])c2C13)OCO4,[*]C1C=CC23C1c1c(cc4c(c1[*])OCO4)CCN2CCC3,*N|*C,5.641956806182861
CCCC[n+]1c[c:0](-[c:0]2c3c(cc4c2C2CC=CC25CCCN5CC4)O[CH:1]([N:1]2CC[S+]([O-])CC2)O3)nc2ccc(C)cc21,N12CCCC13C=CCC3c1c(cc3c(c1[*])OC([*])O3)CC2,*c1nc2c(cc(C)cc2)[n+](CCCC)c1|*N1CC[S+]([O-])CC1,28.90572738647461
CON=C1CC[N:0]([C:0]23c4cc5c(cc4CCN4CCCC42C=C[CH:1]3[CH3:1])OCO5)C1=O,C1CN2C3(C([*])(c4cc5c(cc41)OCO5)C([*])C=C3)CCC2,C1CN(*)C(=O)C1=NOC|C*,17.151445388793945
CC[NH:1][CH:1]1Oc2cc3c(cc2O1)[C:0]1([c:0]2ccccc2)CC=CC12CCCN2CC3,c1c2c(cc3c1CCN1CCCC14C3([*])CC=C4)OC([*])O2,*c1ccccc1|N(CC)*,7.7057976722717285
COC(=O)CCC[O:1][CH:1]1Oc2cc3c(cc2O1)C1[CH:0]([CH3:0])C=CC12CCCN2CC3,C12C3(C=CC1[*])N(CCC3)CCc1cc3c(cc12)OC([*])O3,*C|O(CCCC(OC)=O)*,14.689038276672363
CO[C:0](=O)[C:0]1=[C:1]([C:1]#N)CC2c3cc4c(cc3CCN3CCCC123)OCO4,C1N2CCc3c(cc4c(c3)OCO4)C3C2(CC1)C([*])=C([*])C3,COC(=O)*|*C#N,5.879687309265137
CCOC(=O)[CH2:0][CH:0]1CCN2CCc3cc4c(cc3C3C[C:1]([C:1]#N)=CC132)OCO4,C1C([*])C23N(CCc4cc5c(cc4C2CC([*])=C3)OCO5)C1,O(C(=O)C*)CC|N#C*,10.12501335144043
CCCNC(=O)[N:1](C(=O)OCC)[C:1]1=CC23C[CH:0]([CH2:0]C)CN2CCc2cc4c(cc2C3C1)OCO4,C123CC([*])CN1CCc1cc4c(cc1C2CC([*])=C3)OCO4,*CC|C(CC)NC(=O)N(C(=O)OCC)*,17.479930877685547
[CH3:0][CH:0]1CCC23C=[C:1]([C:1]#N)CC2c2cc4c(cc2CCN13)OCO4,c12cc3c(cc1CCN1C([*])CCC14C=C([*])CC24)OCO3,*C|C(*)#N,3.6738288402557373
C[NH:1][CH:1]1Cc2cc3c(cc2C2C[C:0]([C:0]#N)=CC24CCCN41)OCO3,C1CN2C3(C=C([*])CC3c3c(cc4c(c3)OCO4)CC2[*])C1,*C#N|N(*)C,6.629565238952637
N#[C:0][C:0]1=CC23CCCN2C[CH:1]([CH2:1]c2ccccc2)c2cc4c(cc2C3C1)OCO4,C1=C([*])CC2c3c(cc4c(c3)OCO4)C([*])CN3CCCC123,N#C*|c1ccc(C*)cc1,11.846601486206055
CC1CC=C2CCC1(C)c1c2[nH]c2ccc([NH:0][c:0]3c4c(cc5c3OCO5)C3C[C:1]([C:1]#N)=CC35CCCN5CC4)cc12,C1Cc2c(cc3c(c2[*])OCO3)C2CC([*])=CC23CCCN13,N(*)c1cc2c3c([nH]c2cc1)C1=CCC(C)C3(C)CC1|C(*)#N,29.886613845825195
N#[C:1][C:1]1=CC23CCCN2CCc2cc4c(cc2C3[CH:0]1[c:0]1ccc(Br)o1)OCO4,C1Oc2c(cc3c(c2)CCN2CCCC24C3C([*])C([*])=C4)O1,c1(*)oc(Br)cc1|C(*)#N,13.962353706359863
C[C:0](O)(CSc1ccccc1)[CH:0]1Oc2cc3c(cc2O1)C1C[C:1]([C:1]#N)=CC12CCCN2CC3,c1c2c(cc3c1OC([*])O3)C1C3(CCCN3CC2)C=C([*])C1,S(CC(*)(O)C)c1ccccc1|N#C*,15.364575386047363
COCC1CN(C(=O)NC[C:1](O)(OC)[C:1]2=CCC3c4cc5c(cc4CCN4CC[CH:0]([CH3:0])C342)OCO5)CCO1,[*]C1C23N(CC1)CCc1cc4c(cc1C2CC=C3[*])OCO4,*C|OC(CNC(=O)N1CCOC(COC)C1)(*)OC,35.38841247558594
N#[C:0][C:0]1=CCC2c3cc4c(cc3CCN3C12CC[CH:1]3[CH3:1])OCO4,c1c2c(cc3c1CCN1C4(C([*])=CCC34)CCC1[*])OCO2,*C#N|C*,3.4043545722961426
C=CC[NH:0][CH:0]1Cc2cc3c(cc2C2CC=[C:1]([C:1]#N)C24CCCN14)OCO3,c12c(cc3c(c1)CC([*])N1C4(C([*])=CCC43)CCC1)OCO2,*NCC=C|*C#N,7.19219970703125
N#[C:1][C:1]1=CCC2c3cc4c(cc3[CH:0]([CH:0](Cl)Cl)CN3CCCC231)OCO4,C1N2CC([*])c3c(cc4c(c3)OCO4)C3CC=C([*])C23CC1,*C(Cl)Cl|*C#N,7.625576019287109
Cc1ccc([CH:0]([c:0]2c3c(cc4c2OCO4)C2CC=[C:1]([C:1]#N)C24CCCN4CC3)C2CC2)cn1,c12c(cc3c(c1[*])OCO3)C1C3(CCCN3CC2)C([*])=CC1,c1(C)ccc(C(C2CC2)*)cn1|*C#N,23.258464813232422
[CH3:0][c:0]1c2c(cc3c1C1CC=[C:1]([C:1]#N)C14CCCN4CC3)OCO2,[*]c1c2c(cc3c1C1CC=C([*])C14N(CC3)CCC4)OCO2,*C|C(*)#N,2.879664897918701
[NH2:0][C:0]1=CC[C:1]2([CH3:1])c3cc4c(cc3CCN3CCCC132)OCO4,C1=C([*])C23C([*])(C1)c1cc4c(cc1CCN2CCC3)OCO4,N*|*C,4.275716781616211
O=[N+]([O-])c1cc[c:0]([CH:0]2C=[C:1]([c:1]3ccc(O)c(O)c3)C34CCCN3CCc3cc5c(cc3C24)OCO5)cc1,C1CC23N(C1)CCc1c(cc4c(c1)OCO4)C2C([*])C=C3[*],[O-][N+](=O)c1ccc(*)cc1|Oc1c(O)ccc(*)c1,17.326324462890625
CCCCC1(O)CC[CH:0]([CH:0]2Oc3cc4c(cc3O2)C2CC=[C:1]([C:1]#N)C23CCCN3CC4)CC1,C1CCC23C(c4cc5c(cc4CCN12)OC([*])O5)CC=C3[*],C1(CCCC)(O)CCC(*)CC1|*C#N,16.88480567932129
C[CH2:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32[CH:1]1[CH3:1])OCO4,C1=CC23N(CCc4c(cc5c(c4)OCO5)C2C1)CC([*])C3[*],*CC|C*,4.124689102172852
[CH3:0][CH:0]1C[CH:1]([CH3:1])C23C=CCC2c2cc4c(cc2CCN13)OCO4,C12CC=CC13N(CCc1c2cc2c(c1)OCO2)C([*])CC3[*],C*|C*,2.2348902225494385
COC(C)(C)C=C[CH2:0][CH:0]1CCN2C13C=CCC3c1cc3c(cc1C[CH:1]2[CH3:1])OCO3,c12c(cc3c(c1)OCO3)C1C3(N(CCC3[*])C([*])C2)C=CC1,COC(C=CC*)(C)C|*C,13.072690963745117
CC[CH2:0][CH:0]1CN2CC[CH:1]([NH:1]CC(=O)OC)C23C=CCC3c2cc3c(cc21)OCO3,C1([*])CN2C3(C(CC=C3)c3cc4c(cc31)OCO4)C([*])CC2,C(C)C*|COC(=O)CN*,15.745922088623047
CC(=C[CH2:1][c:1]1c2c(cc3c1OCO3)C1CC=CC13[CH:0]([CH3:0])CCN3CC2)C[n+]1ccc(N(C)C)cc1,C123N(CCC1[*])CCc1c([*])c4c(cc1C2CC=C3)OCO4,C*|C(C(C)=CC*)[n+]1ccc(N(C)C)cc1,17.67487907409668
C=C[CH2:1][C:1]12CC=CC13[CH:0]([CH2:0]C(=O)OCC)CCN3CCc1cc3c(cc12)OCO3,C1C([*])C23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1,C(C)OC(C*)=O|*CC=C,13.749383926391602
C1=CC23C(c4cc5c(cc4CCN2CC[CH:1]3[CH3:1])OCO5)[CH:0]1[c:0]1ccccc1,C1CN2CCc3c(cc4c(c3)OCO4)C3C2(C=CC3[*])C1[*],c1ccc(*)cc1|C*,6.29335880279541
C[CH2:0][CH:0]1CCN2CCc3cc4c(cc3C3CC=CC132)O[CH:1]([NH:1]c1ccc(OCC(O)CNC(C)CO)cc1)O4,[*]C1CCN2CCc3cc4c(cc3C3CC=CC132)OC([*])O4,C(*)C|c1(N*)ccc(OCC(CNC(C)CO)O)cc1,25.79428482055664
[CH3:0][CH:0]1N2CCc3cc4c(cc3C3CC=CC32C[CH:1]1[CH3:1])OCO4,[*]C1N2C3(C(c4cc5c(cc4CC2)OCO5)CC=C3)CC1[*],*C|C*,2.223132371902466
[CH3:0][CH:0]1Cc2cc3c(cc2C2CC=CC24C[CH:1]([NH:1]C)CN14)OCO3,C1C([*])N2CC([*])CC23C=CCC3c2cc3c(cc21)OCO3,C*|N(C)*,6.032496452331543
[CH3:0][CH:0]1CN2C[CH:1]([CH3:1])CC23C=CCC3c2cc3c(cc21)OCO3,c1c2c(cc3c1OCO3)C1C3(N(CC2[*])CC([*])C3)C=CC1,*C|*C,2.906437635421753
CC(C)=C[CH2:0][CH:0]1CN2CCc3cc4c([c:1]([CH3:1])c3C3CC=CC32C1)OCO4,[*]C1CN2CCc3cc4c(c([*])c3C3CC=CC23C1)OCO4,CC(C)=CC*|C*,6.906567096710205
C[NH:0][CH:0]1CN2CCc3cc4c(cc3C3CC=CC32C1)O[CH:1]([CH2:1][n+]1ccccc1)O4,C123CC([*])CN1CCc1c(cc4c(c1)OC([*])O4)C2CC=C3,*NC|c1cccc[n+]1C*,17.087932586669922
[CH3:0][CH:0]1Cc2cc3c(cc2C2CC=CC24CC[CH:1]([CH3:1])N14)OCO3,c1c2c(cc3c1C1C4(N(C([*])C3)C([*])CC4)C=CC1)OCO2,C*|C*,4.033056259155273
[CH3:0][CH:0]1CCC23C=CCC2c2cc4c(cc2[CH:1]([CH3:1])CN13)OCO4,[*]C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OCO4,C*|*C,3.5739073753356934
[CH3:0][CH:0]1CCC23C=CCC2c2cc4c([c:1]([CH2:1]C(C)C)c2CCN13)OCO4,C1C([*])N2CCc3c([*])c4c(cc3C3CC=CC32C1)OCO4,*C|CC(C)C*,8.081766128540039
C=C[CH2:1][CH:1]1CCC23C=CC[C:0]2([CH3:0])c2cc4c(cc2CCN31)OCO4,C1CC23N(CCc4c(cc5c(c4)OCO5)C2([*])CC=C3)C1[*],*C|*CC=C,6.8027729988098145
[CH3:0][CH:0]1C=CC23CC[CH:1]([CH3:1])N2CCc2cc4c(cc2C13)OCO4,c12cc3c(cc1CCN1C4(C=CC([*])C24)CCC1[*])OCO3,*C|C*,2.638417959213257
C[C:0](C)(O)[CH:0]1Oc2cc3c(cc2O1)C1CC=CC12CC[CH:1]([CH3:1])N2CC3,[*]C1Oc2c(cc3c(c2)C2CC=CC24N(CC3)C([*])CC4)O1,OC(*)(C)C|*C,7.531648635864258
COc1c[c:1]([CH:1]2c3cc4c(cc3C3CC=CC35CCCN5[CH:0]2[CH3:0])OCO4)cc(OC)c1OC,[*]C1C([*])c2c(cc3c(c2)OCO3)C2CC=CC23CCCN31,C*|COc1c(OC)c(OC)cc(*)c1,6.991633892059326
C=C[CH2:0][C:0]12CC=CC13CCCN3[CH:1]([CH2:1]COCC)Cc1cc3c(cc12)OCO3,c12c(cc3c(c1)C1([*])CC=CC14N(C([*])C3)CCC4)OCO2,C=CC*|C(OCC*)C,11.241461753845215
Cl[CH2:0][CH:0]1Cc2cc3c(cc2C2C4(C=C[CH:1]2[CH3:1])CCCN14)OCO3,[*]C1Cc2c(cc3c(c2)OCO3)C2C([*])C=CC23CCCN13,*CCl|*C,7.628163814544678
C=C[C:1](C)(O)[CH:1]1Oc2cc3c(cc2O1)C1CC=CC12CCCN2[CH:0]([OH:0])C3,O1c2c(cc3c(c2)CC([*])N2CCCC24C=CCC34)OC1[*],O*|C(C(C)(*)O)=C,17.359474182128906
[CH3:0][c:0]1c2c(cc3c1[CH:1]([CH2:1]C)CN1CCCC14C=CCC34)OCO2,O1c2cc3c(c([*])c2OC1)C([*])CN1CCCC12C=CCC32,*C|CC*,4.334147930145264
COc1c[c:0](-[c:0]2c3c(cc4c2C2CC=CC25CCCN5C[CH:1]4[c:1]2ccc(O)cc2)OCO3)ccc1O,N12CCCC13C=CCC3c1c(cc3c(c1[*])OCO3)C([*])C2,c1(*)ccc(O)c(OC)c1|c1c(O)ccc(*)c1,11.598993301391602
C=C[CH2:1][C:1]12CC=CC13CCCN3C[CH:0]([CH2:0]Cl)c1cc3c(cc12)OCO3,[*]C1c2cc3c(cc2C2([*])C4(CCCN4C1)C=CC2)OCO3,ClC*|*CC=C,8.287895202636719
CC[CH2:1][CH:1]1C=CC23CCCN2C[CH:0]([CH3:0])c2cc4c(cc2C31)OCO4,O1c2cc3c(cc2OC1)C([*])CN1C2(CCC1)C3C([*])C=C2,*C|*CCC,4.208784580230713
COc1c(CNC[CH2:1][CH:1]2Oc3cc4c(cc3O2)C2CC=CC23CCCN3C[CH:0]4[CH3:0])c(C)c2ccc(Cl)cn12,C1N2CC([*])c3cc4c(cc3C3CC=CC23CC1)OC([*])O4,*C|c12ccc(Cl)cn1c(OC)c(CNCC*)c2C,29.50874137878418
[CH3:0][c:0]1c2c([c:1]([CH3:1])c3c1C1CC=CC14CCCN4CC3)OCO2,[*]c1c2c(c([*])c3c1OCO3)CCN1CCCC13C=CCC23,C*|C*,1.9876641035079956
