SMILES,Scaffold,R-groups,NLL
[CH3:0][CH:0]1C=CC23CCCN2CCc2cc4c(cc2C13)OCO4,C1CCN2CCc3c(cc4c(c3)OCO4)C3C([*])C=CC123,C*,1.7058676481246948
COc1cc[c:0]([C:0]2=CCC3c4cc5c(cc4CCN4CCCC234)OCO5)cc1Br,C1N2C3(C(c4cc5c(cc4CC2)OCO5)CC=C3[*])CC1,c1(Br)cc(*)ccc1OC,9.07962417602539
OC(CCc1ccccc1)[CH2:0][CH:0]1CCN2CCc3cc4c(cc3C3CC=CC132)OCO4,O1COc2cc3c(cc21)CCN1CCC([*])C12C3CC=C2,*CC(CCc1ccccc1)O,13.981882095336914
[CH3:0][CH:0]1CCC23C=CCC2c2cc4c(cc2CCN13)OCO4,[*]C1N2C3(C=CCC3c3c(cc4c(c3)OCO4)CC2)CC1,C*,1.8912535905838013
OC[NH:0][CH:0]1Cc2cc3c(cc2C2CC=CC24CCCN14)OCO3,N12C([*])Cc3c(cc4c(c3)OCO4)C3CC=CC13CCC2,OCN*,11.400664329528809
COc1c[c:0]([CH:0]2CN3CCCC34C=CCC4c3cc4c(cc32)OCO4)cc(OC)c1OC,C1=CC23CCCN2CC([*])c2c(cc4c(c2)OCO4)C3C1,COc1cc(*)cc(OC)c1OC,6.155433177947998
C1=CC23CCCN2CCc2c(cc4c([c:0]2[CH2:0]c2ccc5c(c2)OCO5)OCO4)C3C1,C1C23C(CC=C2)c2cc4c(c([*])c2CCN3CC1)OCO4,O1c2ccc(C*)cc2OC1,10.98009967803955
[CH3:0][c:0]1c2c(cc3c1C1CC=CC14CCCN4CC3)OCO2,C1c2c(c([*])c3c(c2)OCO3)C2C3(N(CCC3)C1)C=CC2,C*,1.9234434366226196
O=C(O)[CH2:0][CH:0]1Oc2cc3c(cc2O1)C1CC=CC12CCCN2CC3,c12c(cc3c(c1)OC([*])O3)C1CC=CC13N(CCC3)CC2,C(C(=O)O)*,6.728283882141113
C1=[C:0]([c:0]2c[nH]c3ccccc23)C23CCCN2CCc2cc4c(cc2C3C1)OCO4,C1N2C3(C(c4cc5c(cc4CC2)OCO5)CC=C3[*])CC1,c1cccc2[nH]cc(*)c12,7.785876274108887
CN1CC[N:0]([CH:0]2CN3CCc4cc5c(cc4C4CC=CC43C2)OCO5)CC1,C1C([*])CN2C13C=CCC3c1cc3c(cc1CC2)OCO3,N1(*)CCN(C)CC1,6.087700843811035
O=C(COc1ccccc1Br)[CH2:0][CH:0]1CCC23C=CCC2c2cc4c(cc2CCN13)OCO4,[*]C1N2C3(C=CCC3c3c(cc4c(c3)OCO4)CC2)CC1,c1ccc(OCC(=O)C*)c(Br)c1,20.00820541381836
Cl[CH2:0][CH:0]1CN2CCCC23C=CCC3c2cc3c(cc21)OCO3,C1=CC23CCCN2CC([*])c2c(cc4c(c2)OCO4)C3C1,ClC*,4.411260604858398
C1=CC23CCCN2CCc2c(cc4c([c:0]2-[c:0]2ccccc2)OCO4)C3C1,C1C23C(CC=C2)c2cc4c(c([*])c2CCN3CC1)OCO4,c1ccc(*)cc1,4.74936580657959
C[CH2:0][C:0]12CC=CC13CCCN3CCc1cc3c(cc12)OCO3,c12cc3c(cc1OCO2)CCN1C2(C3([*])CC=C2)CCC1,*CC,3.528930187225342
C1=CC23CCCN2CCc2cc4c(cc2C3[CH:0]1[c:0]1ccccc1)OCO4,C1CCN2CCc3c(cc4c(c3)OCO4)C3C([*])C=CC123,c1c(*)cccc1,4.728005409240723
CC[C:0](O)(O)[CH:0]1Oc2cc3c(cc2O1)C1CC=CC12CCCN2CC3,c12c(cc3c(c1)OC([*])O3)C1CC=CC13N(CCC3)CC2,C(O)(*)(CC)O,6.710823059082031
