SMILES,Scaffold,R-groups,NLL
Cc1[nH]c(CC(=O)CN)c(O)c(=O)[c:0]1[CH2:0]O,C(O)[*],NCC(Cc1[nH]c(C)c(*)c(=O)c1O)=O,32.845455169677734
C[CH2:0][CH2:0]O,C(O)[*],*CC,6.4505295753479
COc1cc(OC)c(C(=O)Oc2cc(C(=O)NC3Cc4c(O)c(CN)cc([O:0][CH2:0]O)c4C3c3ccc(O)c(O)c3)cc(CO)c2OCc2cc(O)c(OC)c(OC)c2)cc1OC,C(O)[*],N(C1Cc2c(c(O*)cc(CN)c2O)C1c1cc(O)c(O)cc1)C(c1cc(OC(=O)c2c(OC)cc(OC)c(OC)c2)c(OCc2cc(O)c(OC)c(OC)c2)c(CO)c1)=O,61.81166458129883
COc1cc(CS(N)(=O)=O)cc([O:0][CH2:0]O)c1OC,C(O)[*],O=S(Cc1cc(OC)c(OC)c(O*)c1)(N)=O,22.572540283203125
Cc1c(CCCS(C)(=O)=O)cccc1S(=O)N1CCN(Cc2ccc(C3=NS(=O)(=O)C[C:0]3([CH2:0]O)NC(C)(C)C)o2)CC1,C(O)[*],CC(NC1(*)CS(=O)(=O)N=C1c1oc(CN2CCN(S(c3c(C)c(CCCS(=O)(C)=O)ccc3)=O)CC2)cc1)(C)C,54.60322952270508
C=CCOc1c([O:0][CH2:0]O)cc(C=CCNCCO)c([N+](=O)[O-])c1OCc1cc(CN2CCC(O)CC2)c(OC)cc1OCc1cc(OC)c(OC)c(OC)c1,C(O)[*],C(NCC=Cc1cc(O*)c(OCC=C)c(OCc2cc(CN3CCC(O)CC3)c(OC)cc2OCc2cc(OC)c(OC)c(OC)c2)c1[N+](=O)[O-])CO,38.51767349243164
COc1ccc(CCCSCCc2cc(OC)c(OC)c(OC)c2)c(C(O)c2c(OCc3ccccc3C)ccc(OC3CCC[N:0]([CH2:0]O)C3)c2CN2CCN(c3ccccc3OCC#N)CC2)c1,C(O)[*],c1(OC2CN(*)CCC2)c(CN2CCN(c3c(OCC#N)cccc3)CC2)c(C(c2c(CCCSCCc3cc(OC)c(OC)c(OC)c3)ccc(OC)c2)O)c(OCc2c(C)cccc2)cc1,53.87977600097656
O=C1NN(c2ccc(Cl)c(Cl)c2)C2(CC[N:0]([CH2:0]O)CC2)N1,C(O)[*],C12(CCN(*)CC1)NC(=O)NN2c1cc(Cl)c(Cl)cc1,20.584213256835938
Cc1cccc(COc2ccc(COc3ccc(COc4cc(S(=O)(=O)[N:0]([CH2:0]O)CCc5ccccc5C(=O)O)c(C#N)cc4OCc4ccc(OS(=O)(=O)c5ccc([N+](=O)[O-])cc5)c(CN=S(C)(=O)N(C)C)c4)cc3)c(C)c2)c1,C(O)[*],C(N(*)S(=O)(=O)c1c(C#N)cc(OCc2cc(CN=S(N(C)C)(C)=O)c(OS(=O)(c4ccc([N+](=O)[O-])cc4)=O)cc2)c(OCc2ccc(OCc3c(C)cc(OCc4cccc(C)c4)cc3)cc2)c1)Cc1c(C(O)=O)cccc1,78.17868041992188
O[CH2:0][CH2:0]CN1CCC(OC2CCc3c(F)cc(F)cc3SC2)CC1,C(O)[*],C1CC(OC2CCN(CC*)CC2)CSc2cc(F)cc(F)c21,27.303497314453125
COc1ccccc1N1CCN(CC[O:0][CH2:0]O)CC1,C(O)[*],C(O*)CN1CCN(c2c(OC)cccc2)CC1,12.904877662658691
Cc1cc(-c2cc(C)c(N3CCC4(CC3)CN(Cc3ccccc3)CCO4)nn2)c2oc(=O)c[c:0]([CH2:0]O)c2c1,C(O)[*],c1(-c2c3oc(=O)cc(*)c3cc(C)c2)nnc(N2CCC3(CN(Cc4ccccc4)CCO3)CC2)c(C)c1,50.05000305175781
CC[O:0][CH2:0]O,C(O)[*],*OCC,9.715545654296875
Nc1c(NCCC2CCC[N:0]2[CH2:0]O)c(=O)c1=O,C(O)[*],C1CC(CCNc2c(N)c(=O)c2=O)N(*)C1,23.465633392333984
C#[C:0][CH2:0]O,C(O)[*],C#C*,10.219146728515625
O=C(O)C[O:0][CH2:0]O,C(O)[*],O(CC(O)=O)*,9.715951919555664
CCN(c1cc(CNc2c(OC)cc(OC)cc2-c2c(C)cccc2C)c(C)cc1OC)S(=O)(=O)NC[C:0](C)(O)[CH2:0]O,C(O)[*],CC(*)(O)CNS(N(CC)c1c(OC)cc(C)c(CNc2c(-c3c(C)cccc3C)cc(OC)cc2OC)c1)(=O)=O,53.75471496582031
COC1=CC=C(S(=O)(=O)c2cc(COCCOCCOCCOCC[N+](Cc3ccccc3OCC(=O)O)Cc3c(C)cc(O)cc3C)c(OC(=O)Cc3cc(C)cc(C)c3)c(C)c2C)C(C2=C3C(=O)NCCC4(C)OC(=C5C=C2OCC2=CC6=CC(OC)=C(OC)C(=C2)C6(NC(C)=O)CCOC(=O)CCOCCN4C(=O)CO5)C([O:0][CH2:0]O)=CC3(O)c2ccc(OC)cc2OC)C=C1OC,C(O)[*],c1c(C(c2c3c(cc(O*)c(OC4(C)CCNC3=O)c(OCc(N4CCOCC4)=O)cc2OCc2cc(C3(NC(C)=O)CCOC4=O)cc(OC)c(OC)c3c2)(O)c2c(OC)cc(OC)cc2)cc(OC)c(OC)c1)S(=O)(=O)c1c(C)c(C)c(OC(Cc2cc(C)cc(C)c2)=O)c(COCCOCCOCCOCC[N+](Cc2c(OCC(O)=O)cccc2)Cc2c(C)cc(O)cc2C)c1,127.28909301757812
C=CCc1cc(CN2CCC3(CC2)NC(=O)N3N=Cc2cc(OCCCO)cc(OC)c2OC)c(OCC(=O)O)c([O:0][CH2:0]O)c1,C(O)[*],N1(Cc2c(OCC(O)=O)c(O*)cc(CC=C)c2)CCC2(N(N=Cc3cc(OCCCO)cc(OC)c3OC)C(=O)N2)CC1,43.274818420410156
COc1cc(OC)c([N+](=O)[O-])cc1Oc1c(OCC[NH:0][CH2:0]O)c(OC)cc2c1S(=O)(=O)NC2=O,C(O)[*],O=S1(=O)c2c(cc(OC)c(OCCN*)c2Oc2c(OC)cc(OC)c([N+](=O)[O-])c2)C(=O)N1,36.9970703125
Cc1c(O)cccc1C(=O)Oc1ccc(CN)cc1CNC(=O)Oc1cc(CN2C(=O)C3C=CC2C3)c(C(=O)NC2CC[N:0]([CH2:0]O)CC2)c(C)c1Cl,C(O)[*],N1(Cc2c(C(NC3CCN(*)CC3)=O)c(C)c(Cl)c(OC(NCc3cc(CN)ccc3OC(c3c(C)c(O)ccc3)=O)=O)c2)C(=O)C2CC1C=C2,58.371063232421875
COc1cc(CN)c(CCN2CCCC(c3c(OC)cc(OC)c([O:0][CH2:0]O)c3C)C2)cc1OC,C(O)[*],C1(c2c(OC)cc(OC)c(O*)c2C)CCCN(CCc2c(CN)cc(OC)c(OC)c2)C1,34.33949661254883
NS(=O)(=O)Nc1cc2[nH]c(Nc3ccccc3Cc3ccc([O:0][CH2:0]O)cc3)nc2c([N+](=O)[O-])c1Cl,C(O)[*],N1=C(Nc2c(Cc3ccc(O*)cc3)cccc2)Nc2c1c([N+]([O-])=O)c(Cl)c(NS(=O)(N)=O)c2,50.345237731933594
COc1cc(OC)cc(C(C)(Cc2ccc3c(C[O:0][CH2:0]O)c(N)nc(N)c3c2C)NC(=O)c2c(NC(=O)OC3CCCc4cc5cc(CCCNS(=O)(=O)C(F)(F)F)ccc5c(C(N)=NC5c6ccccc6CCC5O)c43)cccc2OC(C)C(=O)O)c1,C(O)[*],N(c1c(C(NC(Cc2c(C)c3c(N)nc(N)c(CO*)c3cc2)(C)c2cc(OC)cc(OC)c2)=O)c(OC(C)C(O)=O)ccc1)C(=O)OC1CCCc2c1c(C(=NC1c3c(cccc3)CCC1O)N)c1c(cc(CCCNS(C(F)(F)F)(=O)=O)cc1)c2,102.82998657226562
COc1cc(NCc2ccc(OC)c(OCCNc3ccccc3NC(=O)OCc3ccccc3C(N)=O)c2OCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[O:0][CH2:0]O)c(C(=O)NN)cc1OC,C(O)[*],C(COc1c(OCc2c(O*)c([N+](=O)[O-])cc([N+]([O-])=O)c2)c(CNc2c(C(NN)=O)cc(OC)c(OC)c2)ccc1OC)Nc1c(NC(OCc2ccccc2C(N)=O)=O)cccc1,65.07727813720703
N#Cc1c(F)c(F)c([O:0][CH2:0]O)c(F)c1F,C(O)[*],c1(O*)c(F)c(F)c(C#N)c(F)c1F,11.384244918823242
O=C1NN(c2ccccc2)C2(CC[N:0]([CH2:0]O)CC2)N1,C(O)[*],C1CN(*)CCC12NC(=O)NN2c1ccccc1,15.866580963134766
COc1cccc(COc2cc(C(=O)NC3(CO)CCCS3(=O)=O)c(N(CCSC)C(=O)C3(CO)CCC(N)CN3C([O:0][CH2:0]O)c3cccc(C(F)(F)F)c3C)cc2CN2CCC(O)CC2)c1OCc1ccccc1,C(O)[*],C1CC(N)CN(C(O*)c2c(C)c(C(F)(F)F)ccc2)C1(C(N(c1cc(CN2CCC(O)CC2)c(OCc2c(OCc3ccccc3)c(OC)ccc2)cc1C(NC1(CO)CCCS1(=O)=O)=O)CCSC)=O)CO,87.98534393310547
COc1cc(NC(=O)Oc2ccc(C(=O)NC3(O)c4cc(F)c(OS(C)(=O)=O)cc4C[C:0](C#N)([CH2:0]O)c4c(C)cn(-c5ccccc5OC)c(=O)c43)cc2)cc(OC)c1,C(O)[*],*C1(C#N)c2c(c(=O)n(-c3ccccc3OC)cc2C)C(NC(c2ccc(OC(Nc3cc(OC)cc(OC)c3)=O)cc2)=O)(O)c2c(cc(OS(=O)(C)=O)c(F)c2)C1,66.92233276367188
COc1cccc(COCC2NCC3OC(Cc4ccccc4CCOS(C)(=O)=O)CC[C:0](O)([CH2:0]O)CCN2C3=O)c1C(=O)NNc1ccc(C#CCO[N+](=O)[O-])cc1Cc1cc(CN2CCCNC2=O)sc1C#N,C(O)[*],c1(OC(C(=O)N2CCC(*)(O)CC1)CNC2COCc1c(C(NNc2c(Cc3cc(CN4CCCNC4=O)sc3C#N)cc(C#CCO[N+]([O-])=O)cc2)=O)c(OC)ccc1)Cc1c(CCOS(C)(=O)=O)cccc1,92.34416198730469
O=C1CSC(=O)[N:0]1[CH2:0]O,C(O)[*],C1SC(=O)N(*)C1=O,10.832301139831543
CN1CCN(C(=O)C[O:0][CH2:0]O)CCC12CCNC2=O,C(O)[*],CN1CCN(C(CO*)=O)CCC12CCNC2=O,22.66400718688965
