SMILES,Scaffold,R-groups,NLL
COc1ccc2c(c1OC)CC[C:0](O)([CH2:0]O)C2,OC[*],C1c2ccc(OC)c(OC)c2CCC1(O)*,16.680295944213867
Cc1ccc2c(c1)CC1(CCCCC1)N2CCCc1c(CN2CCCC2COC(C)(O)C(F)(F)F)c(OC[C:0](O)(O)[CH2:0]O)cc(-c2ccccc2F)c1NC(=O)CSCCNC(=O)NCCc1cccc2ccccc12,OC[*],C(NC(=O)NCCSCC(Nc1c(-c2ccccc2F)cc(OCC(O)(*)O)c(CN2CCCC2COC(C(F)(F)F)(O)C)c1CCCN1c2c(cc(C)cc2)CC12CCCCC2)=O)Cc1c2c(cccc2)ccc1,93.567626953125
CCCCNC(=O)[CH2:0][CH2:0]O,OC[*],CCCCNC(C*)=O,13.040651321411133
Cc1cc([N+](=O)[O-])c(OCC(C)(O)[CH2:0][CH2:0]O)cc1NCc1ccc(C(F)(F)F)cc1OCC(Cl)(Cl)Cl,OC[*],c1c(OCC(O)(C*)C)c([N+](=O)[O-])cc(C)c1NCc1c(OCC(Cl)(Cl)Cl)cc(C(F)(F)F)cc1,35.79094696044922
Cc1cc(C(O)(NC(=O)C(=O)N2CCC3(Oc4ccccc4C(C)(O)c4ccccc4OCCNCC(C)OC3=O)C2N2CCOC2=O)c2cccc([N+](=O)[O-])c2)c(NC(=O)c2c(CNCC[C:0](C)(O)[CH2:0]O)cccc2C(F)(F)F)cc1F,OC[*],*C(CCNCc1c(C(Nc2cc(F)c(C)cc2C(NC(C(N2CCC3(Oc4c(cccc4)C(c4ccccc4OCCNCC(C)OC3=O)(C)O)C2N2CCOC2=O)=O)=O)(O)c2cccc([N+]([O-])=O)c2)=O)c(C(F)(F)F)ccc1)(C)O,95.3699722290039
N[C:0](=O)[CH2:0]O,OC[*],NC(=O)*,8.732988357543945
[N-]=[N+]=[N:0][CH2:0]O,OC[*],N(=[N+]=[N-])*,9.89874267578125
CC(C)COC1=CC(=O)OCCN(CCCCO[N+](=O)[O-])C=CC(Cl)=C1CNC(NCCCn1cnc(Cl)c1[N+](=O)[O-])NCC1=C(NC(=O)NC2(C)CCCN2C2CCN(C(=O)C[CH2:0][CH2:0]O)C2=O)c2ccccc21,OC[*],N1(C2CCN(C(CC*)=O)C2=O)C(NC(Nc2c(CNC(NCc3c(OCC(C)C)cc(OCCN(CCCCO[N+](=O)[O-])ccc3Cl)=O)NCCCn3cnc(Cl)c3[N+](=O)[O-])c3c(cccc3)-2)=O)(C)CCC1,104.46741485595703
O=C(O)[CH2:0][CH2:0]O,OC[*],OC(C*)=O,8.852108001708984
CCC1(SCC2CCSS2)NC(=O)[N:0]([CH2:0]O)C1=O,OC[*],C1(CSC2(CC)C(=O)N(*)C(=O)N2)CCSS1,32.659324645996094
COc1cc(CC(C)(CC2(NCCCl)OCCCC2CNC(=O)c2cccc3ccccc23)OCc2c(CCc3cccc(CC(=O)OC(C)(C)C)c3)ccc(OCc3cccc(Cl)c3Cl)c2[O:0][CH2:0]O)cc(OC)c1OC,OC[*],N(C1(CC(OCc2c(O*)c(OCc3cccc(Cl)c3Cl)ccc2CCc2cc(CC(OC(C)(C)C)=O)ccc2)(C)Cc2cc(OC)c(OC)c(OC)c2)OCCCC1CNC(=O)c1c2c(ccc1)cccc2)CCCl,76.27742004394531
O=[C:0]([CH2:0]O)N1CCC(N2CCCS2(=O)=O)CC1,OC[*],C1(N2S(=O)(=O)CCC2)CCN(C(=O)*)CC1,14.700091361999512
O=C(O)CCCOc1cc(F)c(F)cc1NC(=O)c1ccc(C2CCC3NC(=O)NC32)cc1[O:0][CH2:0]O,OC[*],C1CC2NC(=O)NC2C1c1cc(O*)c(C(=O)Nc2c(OCCCC(O)=O)cc(F)c(F)c2)cc1,34.25756072998047
O=C(Nc1cc(C(=O)O)c(Cl)cc1Cl)Oc1cccc(CC(=O)N2CCC3(CC2)ONC[C:0]3(O)[CH2:0]O)c1,OC[*],C(N1CCC2(ONCC2(O)*)CC1)(Cc1cc(OC(Nc2cc(C(=O)O)c(Cl)cc2Cl)=O)ccc1)=O,43.70574951171875
O=C(NC1NCC2=CN(C(=O)OCc3ccccc3)CCC1N(C(=O)c1c(F)cc([O:0][CH2:0]O)c(F)c1F)N2)c1ccccc1OC(F)(F)C(F)(F)F,OC[*],C1CC2N(C(=O)c3c(F)cc(O*)c(F)c3F)NC(CNC2NC(c2c(OC(C(F)(F)F)(F)F)cccc2)=O)=CN1C(OCc1ccccc1)=O,52.053985595703125
COC(C)(C)Cc1cc(OCC(=O)OCCNc2nsc(=S)n2C)c(CC(=O)N2CCC(F)(F)CC2)c(C2(C#N)CC[C:0](O)([CH2:0]O)CC2)c1,OC[*],c1(C2(C#N)CCC(*)(O)CC2)c(CC(=O)N2CCC(F)(F)CC2)c(OCC(=O)OCCNC2=NSC(=S)N2C)cc(CC(OC)(C)C)c1,70.64568328857422
CCOC1CCNCC1C(=O)[N:0](CO)[CH2:0]O,OC[*],OCN(C(C1CNCCC1OCC)=O)*,31.123411178588867
COc1cc(OC)c(C(O)(CC(=O)CNC(=O)c2cc([N+](=O)[O-])ccc2NCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[N+](=O)[O-])c2ccc(OC(=O)C3(NNC(C)=O)CCCc4ccccc4C3)cc2NC(=O)Oc2c(CN3CC(Oc4ccc(Cl)c(Cl)c4)CNC3=O)c(COCC[O:0][CH2:0]O)c(NC(=O)C(F)(F)F)c3ccccc23)c(OC)c1,OC[*],C(CO*)OCc1c(CN2CC(Oc3cc(Cl)c(Cl)cc3)CNC2=O)c(OC(=O)Nc2c(C(CC(CNC(=O)c3cc([N+]([O-])=O)ccc3NCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3[N+](=O)[O-])=O)(O)c3c(OC)cc(OC)cc3OC)ccc(OC(C3(NNC(C)=O)Cc4c(cccc4)CCC3)=O)c2)c2c(c1NC(C(F)(F)F)=O)cccc2,115.25288391113281
COc1ccc(C(O)(CF)CNS(=O)(=O)NCc2cc(F)cc(COc3ccc(C(F)(F)F)c([O:0][CH2:0]O)c3N3CCCC4(CN(S(C)(=O)=O)CNC4(C)COCCOCCF)C3=O)c2)c(OC)c1,OC[*],C(c1c(O*)c(N2CCCC3(CN(S(C)(=O)=O)CNC3(C)COCCOCCF)C2=O)c(OCc2cc(CNS(=O)(=O)NCC(O)(CF)c3c(OC)cc(OC)cc3)cc(F)c2)cc1)(F)(F)F,74.5399398803711
COc1cc(CCNC[C:0](C)(O)[CH2:0]O)c(C2=C(O)OCCCNCc3c(ccc(Cl)c3F)C2(O)c2ccc(F)c(C(=O)NN)c2)cc1OCc1c(N)c(C(O)(F)C(F)(F)F)cc(Cl)c1Cl,OC[*],N(CC(O)(*)C)CCc1c(-c2c(OCCCNCc3c(F)c(Cl)ccc3C2(O)c3cc(C(NN)=O)c(F)cc3)O)cc(OCc2c(Cl)c(Cl)cc(C(O)(C(F)(F)F)F)c2N)c(OC)c1,75.56229400634766
O=C(NCc1c([CH:0]([CH2:0]O)OCC(Cl)(Cl)Cl)cc(C(F)(F)F)cc1[N+](=O)[O-])C1CCCCC1,OC[*],C1(C(=O)NCc2c(C(OCC(Cl)(Cl)Cl)*)cc(C(F)(F)F)cc2[N+]([O-])=O)CCCCC1,30.768957138061523
CCOC(=O)c1cc([N+](=O)[O-])c(S(=O)(=O)N2CCN(CC(C)(C)[O:0][CH2:0]O)CC2)cc1OCc1ccccc1C,OC[*],C1CN(CC(C)(O*)C)CCN1S(=O)(=O)c1c([N+](=O)[O-])cc(C(OCC)=O)c(OCc2c(C)cccc2)c1,38.76274871826172
O[CH2:0][N:0]1CCCC1,OC[*],C1CCCN1*,9.461804389953613
O=C([CH2:0][CH2:0]O)Nc1cc(Cl)cc2c1CN1CCNCC1CC2,OC[*],C1c2c(c(NC(=O)C*)cc(Cl)c2)CN2CCNCC2C1,29.662145614624023
NC(=O)[CH2:0][CH2:0]O,OC[*],NC(=O)C*,9.783882141113281
O=C1C2CCCN2C(=O)N1CCCNCc1c(Cl)cc(Cl)c([O:0][CH2:0]O)c1[N+](=O)[O-],OC[*],C(CNCc1c(Cl)cc(Cl)c(O*)c1[N+](=O)[O-])CN1C(=O)N2CCCC2C1=O,26.199106216430664
O=C(O)Cn1c(=O)c2cc(OCC(F)(F)F)ccc2c(=O)n1CCCNS(=O)c1c(Cl)cc(Cl)c(Cl)c1-c1c([O:0][CH2:0]O)cc([N+](=O)[O-])cc1[N+](=O)[O-],OC[*],c1(O*)c(-c2c(Cl)c(Cl)cc(Cl)c2S(NCCCN2C(=O)c3ccc(OCC(F)(F)F)cc3C(=O)N2CC(=O)O)=O)c([N+]([O-])=O)cc([N+](=O)[O-])c1,51.609554290771484
NC(=O)c1cc([N+](=O)[O-])c([O:0][CH2:0]O)c(CCC(=O)OCC(Cl)(Cl)Cl)c1Nc1ccc(F)c(Cl)c1,OC[*],c1(O*)c(CCC(OCC(Cl)(Cl)Cl)=O)c(Nc2cc(Cl)c(F)cc2)c(C(N)=O)cc1[N+](=O)[O-],34.88517761230469
O=C(c1ccc(OCCN2CCS(=O)(=O)NC2=O)cc1OCCN(O)Cc1ccc(Cl)cc1Cl)c1ccccc1OC1C[N:0]([CH2:0]O)C1,OC[*],c1cc(OC2CN(*)C2)c(C(c2ccc(OCCN3CCS(=O)(=O)NC3=O)cc2OCCN(Cc2c(Cl)cc(Cl)cc2)O)=O)cc1,46.24609375
O=C(C[O:0][CH2:0]O)NCc1cc(N2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],OC[*],c1(CNC(=O)CO*)c([N+](=O)[O-])cc([N+](=O)[O-])c(N2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c1,24.624773025512695
CCOC(=O)[CH2:0][CH2:0]O,OC[*],C(*)C(OCC)=O,11.67888069152832
COc1cc(C(=O)NC2CC(C)(O)Cc3ccccc32)c([O:0][CH2:0]O)cc1OC(=O)N(Cc1cc(C(C)(C)C)c(Cl)cc1Cl)C(=O)O,OC[*],C1C(NC(=O)c2c(O*)cc(OC(N(Cc3c(Cl)cc(Cl)c(C(C)(C)C)c3)C(=O)O)=O)c(OC)c2)c2c(cccc2)CC1(O)C,48.578182220458984
CC12C=NNC1N(CC[O:0][CH2:0]O)CC2c1cc(F)c(N2CCCCC2=O)c(F)c1F,OC[*],C12(C)C=NNC1N(CCO*)CC2c1c(F)c(F)c(N2CCCCC2=O)c(F)c1,40.415531158447266
Cc1cc(C(F)(F)F)c(CCC(F)(F)F)c(-c2cc(OCC(=O)NCCCN3CCCC3=O)c(OCC(C)(O)Cc3c(F)cc(F)c(F)c3F)c(F)c2Cl)c1[O:0][CH2:0]O,OC[*],c1(C)c(O*)c(-c2cc(OCC(=O)NCCCN3CCCC3=O)c(OCC(O)(C)Cc3c(F)c(F)c(F)cc3F)c(F)c2Cl)c(CCC(F)(F)F)c(C(F)(F)F)c1,53.17509460449219
Cc1cc2c(cc1OC(C)C)CN(S(=O)(=O)c1ccccc1C(F)(F)F)CCC2C1CSCCN1C(=O)N1CC[N:0]([CH2:0]O)C(C)(C)C1,OC[*],*N1CCN(C(N2CCSCC2C2CCN(S(=O)(c4ccccc4C(F)(F)F)=O)Cc3cc(OC(C)C)c(C)cc32)=O)CC1(C)C,58.29551315307617
O=C1c2ccccc2C(=O)N1CC1(c2ccc(C(F)(F)F)cc2C(F)(F)F)CCC2CN(CC(O)[CH2:0][CH2:0]O)CCN21,OC[*],C1CC2CN(CC(C*)O)CCN2C1(CN1C(=O)c2c(cccc2)C1=O)c1c(C(F)(F)F)cc(C(F)(F)F)cc1,36.6357421875
N#Cc1cc2c(cc1OCc1ccc(Cl)cc1Cl)N(C=O)CC[C:0]2(O)[CH2:0]O,OC[*],O=CN1CCC(O)(*)c2cc(C#N)c(OCc3c(Cl)cc(Cl)cc3)cc21,29.064489364624023
CC[CH:0]([CH2:0]O)C(=O)NC(=O)OCc1ccccc1,OC[*],CCC(C(=O)NC(OCc1ccccc1)=O)*,22.632736206054688
C=CCOc1cccc(C(NC(C)=O)(c2cc(Cl)c(O)c(Cl)c2)C([O:0][CH2:0]O)c2cc(NC(=O)c3cc(N4CCNCC4)cc(F)c3OC)cc(F)c2OS(=O)(=O)Cc2cccc(C[N+](C)(C)C)c2)c1OCC(=O)O,OC[*],C(C)(NC(C(O*)c1cc(NC(=O)c2cc(N3CCNCC3)cc(F)c2OC)cc(F)c1OS(=O)(Cc1cc(C[N+](C)(C)C)ccc1)=O)(c1cc(Cl)c(O)c(Cl)c1)c1c(OCC(=O)O)c(OCC=C)ccc1)=O,77.84662628173828
COc1ccc([O:0][CH2:0]O)c(S(=O)(=O)Oc2c(OCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3C)cccc2C(=O)N2CCCC(C(=O)O)C2)c1,OC[*],C1N(C(c2c(OS(=O)(c3cc(OC)ccc3O*)=O)c(OCc3c(C)c([N+](=O)[O-])cc([N+]([O-])=O)c3)ccc2)=O)CCCC1C(O)=O,41.0013542175293
CC1(C)CSCCN1C1(C(=O)c2cc(Cl)c(NC(=O)c3cccc(OC(F)(F)F)c3)c(OCc3ccc4c(c3)CCC4NC(=O)c3ccc(F)c(F)c3OCCCN3CCOCC3)c2[O:0][CH2:0]O)CCc2cc(OC(F)(F)F)ccc2C1,OC[*],c1(O*)c(OCc2ccc3c(c2)CCC3NC(=O)c2c(OCCCN3CCOCC3)c(F)c(F)cc2)c(NC(c2cc(OC(F)(F)F)ccc2)=O)c(Cl)cc1C(C1(N2CCSCC2(C)C)Cc2c(cc(OC(F)(F)F)cc2)CC1)=O,73.66864013671875
COc1cc(COc2ccc(Br)c([N+](=O)[O-])c2CCNC(=O)NCC(CNC(=O)CN)[O:0][CH2:0]O)cc(OC)c1OC,OC[*],C(NCC(CNC(CN)=O)O*)(NCCc1c(OCc2cc(OC)c(OC)c(OC)c2)ccc(Br)c1[N+](=O)[O-])=O,40.34247970581055
COc1c(F)c(F)cc(CNCCCc2cc([N+](=O)[O-])c(C(=O)NC3=C(C(=O)OCCN4CCN(CC(NCCNS(=O)(=O)c5c(-c6ccccc6)cccc5[N+](=O)[O-])c5ccc(OCC(F)(F)F)cc5OCC=O)C4)C=C(OCCN4C=CN(S(=O)(=O)c5cc(C(=O)O)ccc5N(C)C)CC4)CC3)cc2[O:0][CH2:0]O)c1F,OC[*],O=C(c1cc(O*)c(CCCNCc2cc(F)c(F)c(OC)c2F)cc1[N+](=O)[O-])Nc1c(C(=O)OCCN2CCN(CC(NCCNS(=O)(c3c([N+](=O)[O-])cccc3c3ccccc3)=O)c3c(OCC=O)cc(OCC(F)(F)F)cc3)C2)cc(OCCN2CCN(S(=O)(=O)c4cc(C(O)=O)ccc4N(C)C)cc2)CC1,106.45276641845703
Cc1cc(C)cc(C[C:0]([CH2:0]O)(NC(=O)CN2N=C3CCCCC3C2=O)OC(C)(C)C(N)=O)c1,OC[*],N1(CC(NC(Cc2cc(C)cc(C)c2)(*)OC(C(N)=O)(C)C)=O)N=C2CCCCC2C1=O,44.96943283081055
C[C:0](C)(O)[CH2:0]O,OC[*],OC(*)(C)C,11.555636405944824
CC(=O)NNC(=O)[CH2:0][CH2:0]O,OC[*],CC(NNC(=O)C*)=O,12.434354782104492
CC(O)(c1cc(C(F)(F)F)cc(C(=O)NCC2CCC[N:0]2[CH2:0]O)c1[N+](=O)[O-])C(F)(F)F,OC[*],FC(C(c1cc(C(F)(F)F)cc(C(NCC2N(*)CCC2)=O)c1[N+](=O)[O-])(C)O)(F)F,30.982370376586914
Cc1c([N+](=O)[O-])cc(C(=O)NCc2cccc(Cl)c2F)c(OC[C:0](C)(O)[CH2:0]O)c1N1Cc2cc(F)cc3c2CC3(O)C1,OC[*],C1N(c2c(OCC(O)(C)*)c(C(NCc3c(F)c(Cl)ccc3)=O)cc([N+](=O)[O-])c2C)CC2(Cc3c2cc(F)cc31)O,46.94898986816406
O=[N+]([O-])OCCCC=CCOCC[O:0][CH2:0]O,OC[*],C(OCC=CCCCO[N+]([O-])=O)CO*,20.373985290527344
O[CH2:0][N:0]1CCC2CNCCC2C1,OC[*],C1C2CNCCC2CN(*)C1,14.910913467407227
C[C:0](O)([CH2:0]O)CNC(=O)c1c(F)c(Cl)cc([N+](=O)[O-])c1COC(F)(F)C(F)(F)F,OC[*],FC(C(OCc1c(C(=O)NCC(O)(*)C)c(F)c(Cl)cc1[N+](=O)[O-])(F)F)(F)F,31.981491088867188
CN1C2CCS(=O)(=O)C2N(C(=O)c2ccc(F)c(OC(C)(F)C(F)(F)F)c2)NC(=O)C1(C)[NH:0][CH2:0]O,OC[*],N(C1(C)C(=O)NN(C(=O)c2cc(OC(C)(C(F)(F)F)F)c(F)cc2)C2S(=O)(=O)CCC2N1C)*,53.46697235107422
Cc1cc(-c2c(OCC(F)(F)F)c(F)c[c:0]([CH2:0]O)c2C(=O)N2CCC(N3CCCNC3=O)C2(C)C)c(O)c(C(F)(F)F)c1,OC[*],*c1c(C(N2CCC(N3CCCNC3=O)C2(C)C)=O)c(-c2cc(C)cc(C(F)(F)F)c2O)c(OCC(F)(F)F)c(F)c1,43.22006607055664
O=[N+]([O-])c1c(F)c(F)c(F)c([O:0][CH2:0]O)c1F,OC[*],c1(O*)c(F)c([N+](=O)[O-])c(F)c(F)c1F,11.84011459350586
O=C(NC1CC2c3cc([O:0][CH2:0]O)ccc3NC2C12N=CN2c1ccccc1)Oc1c(OCc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],OC[*],C(NC1CC2c3c(ccc(O*)c3)NC2C12N=CN2c1ccccc1)(=O)Oc1c(OCc2ccc([N+](=O)[O-])cc2[N+]([O-])=O)cc([N+]([O-])=O)cc1[N+](=O)[O-],50.39146041870117
CSc1cc(S(=O)(=O)Oc2c(F)ccc(F)c2OCC[N+]2(CCCN3CCSCC3)CCCC2)c([N+](=O)[O-])cc1OCc1ccccc1C(=O)N[NH:0][CH2:0]O,OC[*],C(Oc1c(OS(=O)(=O)c2cc(SC)c(OCc4ccccc4C(=O)NN*)cc2[N+]([O-])=O)c(F)ccc1F)C[N+]1(CCCN2CCSCC2)CCCC1,68.41744232177734
O=C(O)CCNC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1COc1ccccc1CCC(=O)Nc1c(CN2CCCS2(=O)=O)cccc1OC[C:0](O)([CH2:0]O)C(F)(F)F,OC[*],c1c(OCC(O)(*)C(F)(F)F)c(NC(=O)CCc2c(OCc3c(C(NCCC(O)=O)=O)cc([N+](=O)[O-])cc3[N+]([O-])=O)cccc2)c(CN2CCCS2(=O)=O)cc1,46.57147216796875
O=[S:0](=O)([CH2:0]O)NC1(c2ccccc2)CN2CCC1CC2,OC[*],N12CCC(C(NS(=O)(*)=O)(c3ccccc3)C1)CC2,25.110883712768555
