SMILES,Scaffold,R-groups,NLL
O=C1CCCC2(NC(c3cccnc3C3CC3)C2O)c2c([O:0][CH2:0]O)cccc21,C([*])O,O=C1c2cccc(O*)c2C2(CCC1)NC(c1cccnc1C1CC1)C2O,49.33031463623047
COc1ccc(Cc2c([O:0][CH2:0]O)c(C(=O)NC3CCNCC3)c3ccccc3c2OC)c(OCc2cc(OC)c(OC)c(OC)c2OC)c1OC,C([*])O,O=C(c1c(O*)c(Cc2ccc(OC)c(OC)c2OCc2c(OC)c(OC)c(OC)c(OC)c2)c(OC)c2ccccc12)NC1CCNCC1,40.12942886352539
COc1cc(C(=O)c2cc(OC)c([O:0][CH2:0]O)c(OC)c2OC2CCCC2NC(=O)c2cc(OC(C)C)cc(CN3CCCC3)c2OC)c(OC)c(OC)c1OC,C([*])O,C1C(Oc2c(OC)c(O*)c(OC)cc2C(=O)c2cc(OC)c(OC)c(OC)c2OC)C(NC(=O)c2cc(OC(C)C)cc(CN3CCCC3)c2OC)CC1,45.232696533203125
COc1cc(OC)c(COc2cc(C(=O)Nc3c(N)c4c(OC(C)(C)C)nn(C5CCCCO5)c4c4ccc(Cl)cc34)c([O:0][CH2:0]O)cc2CO)c(OC)c1,C([*])O,c1(O*)c(C(=O)Nc2c(N)c3c(n(C4OCCCC4)nc3OC(C)(C)C)c3ccc(Cl)cc23)cc(OCc2c(OC)cc(OC)cc2OC)c(CO)c1,60.92509078979492
Cc1cc(F)cc(COc2c(C)c(C)c(C)c(OC(=O)CCCOCCCO)c2C)c1C1CN(C(=O)c2cc(C(C)(C)C#N)c(Cl)cc2Cl)CC1Oc1ccccc1OC[CH2:0][CH2:0]O,C([*])O,c1(OCC*)c(OC2CN(C(=O)c3c(Cl)cc(Cl)c(C(C)(C#N)C)c3)CC2c2c(C)cc(F)cc2COc2c(C)c(C)c(C)c(OC(CCCOCCCO)=O)c2C)cccc1,79.04896545410156
COc1ccc(S(=O)(=O)Cc2c(COc3c(Oc4cc(C)c(C(=O)c5ccc(F)cc5)cc4C)cc(Br)c([O:0][CH2:0]O)c3Cl)ccc(OC)c2OCc2ccccc2C2(O)CCN(C(=O)OC(C)(C)C)CC2)c([N+](=O)[O-])c1,C([*])O,c1(Cl)c(O*)c(Br)cc(Oc2cc(C)c(C(=O)c3ccc(F)cc3)cc2C)c1OCc1c(CS(=O)(c2c([N+]([O-])=O)cc(OC)cc2)=O)c(OCc2c(C3(O)CCN(C(OC(C)(C)C)=O)CC3)cccc2)c(OC)cc1,76.94232940673828
COc1cc([N+](=O)[O-])c(CNC2C3CC4CC(C3)CC2C4)cc1[O:0][CH2:0]O,C([*])O,C1(NCc2cc(O*)c(OC)cc2[N+]([O-])=O)C2CC3CC1CC(C3)C2,24.300806045532227
CCOCc1c(O)c(N2CC3(CN(Cc4c(OCOC(=O)c5c(F)cc(F)c(F)c5F)c(CC)c(OC(=O)N(CC)CC)c5c4C(=O)N(C(C)C)CCN4C=C(OC)C(OC)=CC(=C5OC(C)C)C4)C3)C2)c(C[NH:0][CH2:0]O)c(C)c1C#N,C([*])O,C1N(c2c(CN*)c(C)c(C#N)c(COCC)c2O)CC12CN(Cc1c3c(c(OC(C)C)c(CN4CCN(C(C)C)C3=O)cc(OC)c(OC)c4)c(OC(N(CC)CC)=O)c(CC)c1OCOC(c1c(F)cc(F)c(F)c1F)=O)C2,86.77836608886719
C=CCOc1c([N+](=O)[O-])cc(C(=O)N2CCSC2)c([O:0][CH2:0]O)c1Cc1cc(OC)c(OCC(C)(O)O)c([N+](=O)[O-])c1C,C([*])O,N1(C(=O)c2c(O*)c(Cc3c(C)c([N+](=O)[O-])c(OCC(O)(O)C)c(OC)c3)c(OCC=C)c([N+](=O)[O-])c2)CCSC1,50.58518981933594
COc1cc(N(Cc2cc(OC3CCN(S(C)(=O)=O)C3)cc([N:0](C)[CH2:0]O)c2)C(=O)c2cc(OCC(=O)O)cc(OC)c2OC)cc(OC)c1O,C([*])O,c1(N(*)C)cc(CN(C(=O)c2cc(OCC(O)=O)cc(OC)c2OC)c2cc(OC)c(O)c(OC)c2)cc(OC2CN(S(C)(=O)=O)CC2)c1,49.7087516784668
CCCc1c([O:0][CH2:0]O)c(Cc2ccccc2CN2CCSCC2)n(N)c(=O)c1OCc1cc(OC)c(O)c(C)c1C(=O)OC(c1ccccc1)(c1ccccc1)c1ccccc1C,C([*])O,C(c1c(O*)c(CCC)c(OCc2c(C(OC(c3ccccc3)(c3ccccc3)c3c(C)cccc3)=O)c(C)c(O)c(OC)c2)c(=O)n1N)c1c(CN2CCSCC2)cccc1,55.39627456665039
COC(=O)c1cc(CC(=O)Oc2cc(OC)c(COC3C(CCCCO)C(NC(=O)c4cc(O)c5cc(OCC(O)(CN6CCC(O)C6)c6ccc(OC)cc6)c(OC)cc5c4)C3NCc3cccc(OC)c3[O:0][CH2:0]O)cc2OCc2ccc(OC)c(OC)c2C)c(O)c(OC)c1,C([*])O,C(OC1C(NCc2c(O*)c(OC)ccc2)C(NC(c2cc3cc(OC)c(OCC(CN4CCC(O)C4)(O)c4ccc(OC)cc4)cc3c(O)c2)=O)C1CCCCO)c1c(OC)cc(OC(Cc2c(O)c(OC)cc(C(=O)OC)c2)=O)c(OCc2c(C)c(OC)c(OC)cc2)c1,99.66364288330078
COc1cc(COC(=O)c2c(C#N)c([O:0][CH2:0]O)cc(C)c2OCC(O)c2cc(C)c(O)c(CCC(=O)O)c2)c(OC)c(OC)c1OC,C([*])O,c1(O*)c(C#N)c(C(OCc2cc(OC)c(OC)c(OC)c2OC)=O)c(OCC(O)c2cc(C)c(O)c(CCC(O)=O)c2)c(C)c1,45.19203567504883
CCC(=O)NC1(C)COC1[O:0][CH2:0]O,C([*])O,CCC(NC1(C)COC1O*)=O,19.68623924255371
CCSN1CC(CCc2cc(F)c(OC(F)F)cc2OCc2c(F)c(F)c(C=O)c(F)c2[N+](=O)[O-])=C(N(C)CC#Cc2cc(Br)c([O:0][CH2:0]O)c(CN)c2)C([N+](=O)[O-])=C(C(=O)O)C=C1O,C([*])O,NCc1c(O*)c(Br)cc(C#CCN(c2c(CN(SCC)c(O)cc(C(O)=O)c2[N+]([O-])=O)CCc2c(OCc3c(F)c(F)c(C=O)c(F)c3[N+](=O)[O-])cc(OC(F)F)c(F)c2)C)c1,86.77400970458984
CCCCOc1c(OC)ccc2c1C(O)(Cc1cc(OC)c(OC)c(OC)c1)C1(C2)C[N:0]([CH2:0]O)CCO1,C([*])O,N1(*)CCOC2(Cc3c(c(OCCCC)c(OC)cc3)C2(O)Cc2cc(OC)c(OC)c(OC)c2)C1,38.66672897338867
COc1cc(Cc2c(CCN3CCN(c4cccc(C)c4C)CC3)c(OCCc3cccc(CCNS(C)(=O)=O)c3)cc([N+](=O)[O-])c2[O:0][CH2:0]O)cc(OC)c1,C([*])O,C(COc1cc([N+]([O-])=O)c(O*)c(Cc2cc(OC)cc(OC)c2)c1CCN1CCN(c2c(C)c(C)ccc2)CC1)c1cc(CCNS(C)(=O)=O)ccc1,42.91494369506836
CCCCNS(=O)(=O)N(C)CCc1cc([N+](=O)[O-])c(OCc2ccccc2CN=C(N)N[N+](=O)[O-])c2c1CC[N:0]([CH2:0]O)C2,C([*])O,C1N(*)Cc2c(c(CCN(S(=O)(=O)NCCCC)C)cc([N+]([O-])=O)c2OCc2c(CN=C(N[N+](=O)[O-])N)cccc2)C1,47.507591247558594
O=[N+]([O-])c1cc([O:0][CH2:0]O)cc([N+](=O)[O-])c1,C([*])O,c1c(O*)cc([N+](=O)[O-])cc1[N+](=O)[O-],12.626836776733398
N#Cc1c(Cl)cc(Cl)cc1Oc1cc([O:0][CH2:0]O)cc([N+](=O)[O-])c1,C([*])O,c1([N+](=O)[O-])cc(O*)cc(Oc2c(C#N)c(Cl)cc(Cl)c2)c1,24.700218200683594
CCOc1cc(O)c2c(c1)C(c1ccc(Cl)c(Cl)c1)NN(C(=O)c1c(OC)cc(COC)c(OC)c1[O:0][CH2:0]O)C2=O,C([*])O,O(Cc1c(OC)c(O*)c(C(N2NC(c3cc(Cl)c(Cl)cc3)c3cc(OCC)cc(O)c3C2=O)=O)c(OC)c1)C,50.67007064819336
O[CH2:0][O:0]Cc1nnc(NCC(F)(F)F)s1,C([*])O,FC(F)(CNc1sc(CO*)nn1)F,17.6118106842041
CC1(c2cc(CCC(=O)O)cc([O:0][CH2:0]O)c2)Cc2ccccc2C(=O)N1,C([*])O,C1C(c2cc(O*)cc(CCC(=O)O)c2)(C)NC(=O)c2c1cccc2,27.195810317993164
COc1c(CN2CC(C)NC(C)(C)O2)cc(C(C)(C)C)c2c1C(=O)[N:0]([CH2:0]O)S2(=O)=O,C([*])O,N1(*)S(=O)(=O)c2c(c(OC)c(CN3CC(C)NC(C)(C)O3)cc2C(C)(C)C)C1=O,37.590518951416016
O=[N+]([O-])c1cc(Cl)cc([O:0][CH2:0]O)c1,C([*])O,c1(O*)cc([N+](=O)[O-])cc(Cl)c1,15.957453727722168
CCN1CCN(C2CCN(CCc3c(Cl)cc(OC(C)(C)O)c(OCCc4c(C)cc(O)cc4C)c3Oc3c(O)c(C(F)(F)F)cc(CO)c3-c3cc(C(=O)O)cc(OC)c3[O:0][CH2:0]O)C2)CC1,C([*])O,C(COc1c(Oc2c(-c3c(O*)c(OC)cc(C(O)=O)c3)c(CO)cc(C(F)(F)F)c2O)c(CCN2CCC(N3CCN(CC)CC3)C2)c(Cl)cc1OC(C)(C)O)c1c(C)cc(O)cc1C,76.31685638427734
O[CH2:0][O:0]CC(F)(F)F,C([*])O,FC(CO*)(F)F,8.317121505737305
O[CH2:0][NH:0]C1C2CC3CC(C2)C(O)C1C3,C([*])O,*NC1C2CC3CC(C2)CC1C3O,18.240699768066406
COc1ccc(C=NNc2cc([O:0][CH2:0]O)cc(CS(N)(=O)=O)c2OCc2ccc(OCCc3ccccc3CN)c([N+](=O)[O-])c2)cc1,C([*])O,O=S(=O)(Cc1cc(O*)cc(NN=Cc2ccc(OC)cc2)c1OCc1ccc(OCCc2c(CN)cccc2)c([N+](=O)[O-])c1)N,45.43820571899414
O[CH2:0][C:0](Cl)(Cl)Cl,C([*])O,*C(Cl)(Cl)Cl,10.208601951599121
COc1ccccc1N1C2CC1[N:0]([CH2:0]O)C2,C([*])O,C1N(*)C2CC1N2c1c(OC)cccc1,19.25269317626953
O[CH2:0][N:0]1CC(Oc2cccc(OCc3ccccc3C#CCN3CCCC3c3ccccc3N3CCOCC3)c2CN2CCCC2)C1,C([*])O,c1(OC2CN(*)C2)c(CN2CCCC2)c(OCc2ccccc2C#CCN2CCCC2c2c(N3CCOCC3)cccc2)ccc1,47.000118255615234
COc1cc2c(cc1[O:0][CH2:0]O)OCO2,C([*])O,O1COc2cc(OC)c(O*)cc21,15.13152027130127
O=C(O)COc1cc(CN2C3CCC2COC3)ccc1CCC[O:0][CH2:0]O,C([*])O,O(*)CCCc1c(OCC(O)=O)cc(CN2C3COCC2CC3)cc1,35.008201599121094
CCCCS(=O)(=O)N(Cc1cccs1)Cc1cc(Cc2c(C)c(COC(=O)CCCSCc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c(CO)n2Cc2c(C)cc(OCC)c(C(=O)NN=C(N)N)c2[O:0][CH2:0]O)cc2ccc(OCC(=O)O)c(F)c12,C([*])O,n1(Cc2c(O*)c(C(NN=C(N)N)=O)c(OCC)cc2C)c(Cc2cc(CN(Cc3sccc3)S(CCCC)(=O)=O)c3c(ccc(OCC(O)=O)c3F)c2)c(C)c(COC(CCCSCc2c([N+](=O)[O-])cc([N+]([O-])=O)cc2)=O)c1CO,90.63236999511719
O[CH2:0][O:0]C1(Cc2ccc(Cl)c(Cl)c2)CN2CCC1C2,C([*])O,C1CN2CC(O*)(Cc3ccc(Cl)c(Cl)c3)C1C2,25.28447723388672
Cc1ccc([O:0][CH2:0]O)c(F)c1[N+](=O)[O-],C([*])O,c1(C)ccc(O*)c(F)c1[N+](=O)[O-],17.092121124267578
COc1cc(OC)c(OC)c([N+](C)(C)Cc2ccccc2CS(=O)(=O)Oc2ccc(OC)c(OCC(O)(C#CCCN=[N+]=N)[CH2:0][CH2:0]O)c2)c1,C([*])O,c1c(OC)c(OCC(O)(C*)C#CCCN=[N+]=N)cc(OS(=O)(=O)Cc2c(C[N+](C)(C)c3c(OC)c(OC)cc(OC)c3)cccc2)c1,56.0661506652832
NCCCOc1c(C(=O)NS(=O)(=O)c2cc(C=CCOc3cc(C(=O)N4N=C(c5ccccc5C(=O)O)NC4c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])ccc3OC[C:0](F)(Cl)[CH2:0]O)c(Cl)c(Cl)c2CCl)ccc([N+](=O)[O-])c1OCCCN,C([*])O,c1(OCC(Cl)(*)F)c(OCC=Cc2c(Cl)c(Cl)c(CCl)c(S(=O)(NC(=O)c3c(OCCCN)c(OCCCN)c([N+](=O)[O-])cc3)=O)c2)cc(C(N2N=C(c3c(C(=O)O)cccc3)NC2c2c([N+]([O-])=O)cc([N+]([O-])=O)cc2)=O)cc1,88.83218383789062
O=c1cc(OCC[O:0][CH2:0]O)cccc1O,C([*])O,c1c(OCCO*)cc(=O)c(O)cc1,21.92581558227539
COc1cc(COC(=O)c2c(S(=O)Oc3cccc(O)c3[O:0][CH2:0]O)cc([N+](=O)[O-])c(ON=[N+]=[N-])c2[N+](=O)[O-])cc(OC)c1OC,C([*])O,c1cc(O)c(O*)c(OS(c2cc([N+](=O)[O-])c(ON=[N+]=[N-])c([N+](=O)[O-])c2C(=O)OCc2cc(OC)c(OC)c(OC)c2)=O)c1,39.42536544799805
Cc1cc([O:0][CH2:0]O)cc(C)c1O,C([*])O,Cc1c(O)c(C)cc(O*)c1,14.196439743041992
COc1ccc(N(Cc2c(COc3ccc(Cl)c(Cl)c3CC[NH:0][CH2:0]O)cccc2OC)S(=O)(=O)N(C)C)c(OC)c1,C([*])O,N(*)CCc1c(Cl)c(Cl)ccc1OCc1c(CN(c2c(OC)cc(OC)cc2)S(=O)(=O)N(C)C)c(OC)ccc1,32.89336013793945
O[CH2:0][O:0]c1cccc(-c2nnn[nH]2)c1F,C([*])O,c1c(O*)c(F)c(-c2[nH]nnn2)cc1,23.455101013183594
CCN1CCN(CC2=C(C)C(OC3=C(C)C(C[O:0][CH2:0]O)=C4CC5C(CCC5(C)O)N(CCC(=O)O)CC4C3)(C(=O)O)C(O)=C2OC)CC1,C([*])O,C(CCN1C2CCC(O)(C)C2Cc2c(CO*)c(C)c(OC3(C(O)=O)c(C)c(CN4CCN(CC)CC4)c(OC)c3O)CC2C1)(O)=O,66.4638442993164
COc1c(OCC2CCCO2)cccc1C(Cc1cccc(CN)c1)[N:0]([CH2:0]O)Cc1ccc([N+](=O)[O-])c(OCCCC(=O)O)c1,C([*])O,c1(CC(N(*)Cc2cc(OCCCC(O)=O)c([N+](=O)[O-])cc2)c2c(OC)c(OCC3CCCO3)ccc2)cc(CN)ccc1,52.0522575378418
COc1cc(Oc2c(CN3CCN(C4CC[C:0]([CH2:0]O)(N5Cc6ccccc6C5=O)CC4)CC3)ccc(OC)c2OC)ccc1OCC(C)(C)O,C([*])O,C1(N2C(=O)c3c(cccc3)C2)(*)CCC(N2CCN(Cc3ccc(OC)c(OC)c3Oc3cc(OC)c(OCC(C)(C)O)cc3)CC2)CC1,38.60330581665039
COc1cc(OC)c(C(=O)Oc2cc(COc3cc(C(C)=O)c(O)cc3[O:0][CH2:0]O)ccc2C#N)c(N2CCCN(C)CC2)c1,C([*])O,*Oc1c(OCc2ccc(C#N)c(OC(c3c(N4CCCN(C)CC4)cc(OC)cc3OC)=O)c2)cc(C(=O)C)c(O)c1,44.040035247802734
COc1ccc(OCCOCc2c(OCc3c(Oc4cccc(C#N)c4)ccc(OCCCC(=O)O)c3[N+](=O)[O-])ccc(OC)c2[O:0][CH2:0]O)cc1,C([*])O,c1cc(OCCOCc2c(O*)c(OC)ccc2OCc2c(Oc3cccc(C#N)c3)ccc(OCCCC(=O)O)c2[N+](=O)[O-])ccc1OC,52.93378829956055
C[CH2:0][CH2:0]O,C([*])O,CC*,7.340183258056641
CCN(CC)CCOc1ccccc1C1=NN(Cc2cc([O:0][CH2:0]O)c(CN3CCN(Cc4cccs4)CC3)c(OCC3CCOC3)c2)C(=O)C1,C([*])O,c1(O*)c(CN2CCN(Cc3sccc3)CC2)c(OCC2CCOC2)cc(CN2N=C(c3c(OCCN(CC)CC)cccc3)CC2=O)c1,52.61640548706055
O=C(NC1N(Cc2ccc(Cl)c(Cl)c2)CCC12CCC2)N1CCc2ccccc2C12CC[N:0]([CH2:0]O)CC2,C([*])O,C(N1C2(CCN(*)CC2)c2c(cccc2)CC1)(=O)NC1N(Cc2cc(Cl)c(Cl)cc2)CCC12CCC2,43.73019790649414
CC(C)(C)Cc1c(O)c(OCCCc2cccc(OC3CC(CO)C3(O)C(F)(F)F)c2[O:0][CH2:0]O)c(C#N)c(Cl)c1CCC(=O)O,C([*])O,FC(C1(O)C(Oc2c(O*)c(CCCOc3c(C#N)c(Cl)c(CCC(=O)O)c(CC(C)(C)C)c3O)ccc2)CC1CO)(F)F,59.81581115722656
CC(C)(O)C1CNC(c2c([CH2:0][CH2:0]O)c(N3CCCNCC3)c3c(c2OCc2c(F)c(F)c(F)c(F)c2F)C(=O)NC3)N(C(=O)O)N1,C([*])O,*Cc1c(N2CCCNCC2)c2c(c(OCc3c(F)c(F)c(F)c(F)c3F)c1C1N(C(O)=O)NC(C(C)(C)O)CN1)C(=O)NC2,60.93737030029297
N#Cc1ccccc1Oc1cc(Cc2cc(O)c(O)c(CN3CCN(CCO)CC3)c2)c([O:0][CH2:0]O)cc1Cl,C([*])O,c1c(Oc2c(Cl)cc(O*)c(Cc3cc(CN4CCN(CCO)CC4)c(O)c(O)c3)c2)c(C#N)ccc1,43.02987289428711
COc1ccc(C(=O)N2CCCSCC2)c(NC(=O)c2ccc(C(=O)NCc3c([O:0][CH2:0]O)cc(OCO)c(OC)c3OC)c(C3CCC3)c2O)c1,C([*])O,c1c(O*)c(CNC(=O)c2c(C3CCC3)c(O)c(C(Nc3cc(OC)ccc3C(N3CCCSCC3)=O)=O)cc2)c(OC)c(OC)c1OCO,57.117149353027344
CC(C)(COS(=O)(=O)O)[O:0][CH2:0]O,C([*])O,C(C)(C)(O*)COS(=O)(O)=O,23.58727264404297
Cc1cc(NC(=O)CN2C(=O)NCCCC23CC[C:0](O)([CH2:0]O)CC3)c(C)cc1CNCc1cccc(Cl)c1F,C([*])O,O=C(CN1C(=O)NCCCC12CCC(*)(O)CC2)Nc1cc(C)c(CNCc2c(F)c(Cl)ccc2)cc1C,49.76767349243164
COc1cc(OCc2ccc(CN3CCS(=O)(=O)CC3)cc2C(=O)O)cc([N+](=O)[O-])c1NC(=O)COc1cc([N+](=O)[O-])c([O:0][CH2:0]O)cc1OCc1cc(CN)cc(C(C)(C)C)c1,C([*])O,c1(O*)c([N+]([O-])=O)cc(OCC(Nc2c(OC)cc(OCc3c(C(O)=O)cc(CN4CCS(=O)(=O)CC4)cc3)cc2[N+]([O-])=O)=O)c(OCc2cc(CN)cc(C(C)(C)C)c2)c1,51.4029541015625
O[CH2:0][CH:0](c1c(F)c(F)c(F)c(F)c1F)C(F)(F)F,C([*])O,FC(F)(C(*)c1c(F)c(F)c(F)c(F)c1F)F,16.043651580810547
COc1ccc2c(OC)ccc(C3CC4CN(C5CC6CCC5C6)C(=O)C3N4S(=O)(=O)[NH:0][CH2:0]O)c2c1,C([*])O,C12N(S(=O)(=O)N*)C(CN(C3CC4CC3CC4)C1=O)CC2c1c2c(ccc(OC)c2)c(OC)cc1,45.82208251953125
COc1cc(Cl)c(C)c(S(=O)(=O)N2CC[N:0]([CH2:0]O)CC2)c1OC,C([*])O,C1N(*)CCN(S(=O)(c2c(OC)c(OC)cc(Cl)c2C)=O)C1,20.238788604736328
COc1ccc(C(=O)N2CCN(c3cc(O)c4c(c3)CCCC4)CC2)c(S(=O)(=O)NCC[O:0][CH2:0]O)c1OC,C([*])O,C(O*)CNS(=O)(=O)c1c(OC)c(OC)ccc1C(N1CCN(c2cc3c(c(O)c2)CCCC3)CC1)=O,34.927894592285156
COc1cc(C=CC2CC(Cc3c(C(=O)N4CCN(C(C)=O)CC4)ccc([O:0][CH2:0]O)c3Cl)CN2)c(OC)c(OC)c1OC,C([*])O,O=C(c1ccc(O*)c(Cl)c1CC1CNC(C=Cc2c(OC)c(OC)c(OC)c(OC)c2)C1)N1CCN(C(C)=O)CC1,47.60365676879883
COC1=C2C=C(OO)C(O)CN(CCO)CCN(CCCCO2)C(C2C=C([N+](=O)[O-])C=C3C(C)=C4C=CN5CCN(C(O)=C3C[N:0]([CH2:0]O)CC4)C(=C(C)C(CCC(=O)O)=C(O)O2)C5)=C1,C([*])O,N1(*)CCc2c(c3c(c(N4CCN(Cc4c(C)c(CCC(=O)O)c(OC(c4cc(OC)c(OCCCCN4CCN(CCO)CC4O)cc4OO)cc([N+](=O)[O-])c3)O)cc2)O)C1)C,61.9244499206543
COc1cc(OCc2c(OC)cc([N+](=O)[O-])c(C(=O)OCc3cc(OC)c(OC)c(OC)c3)c2OC(=O)N(C)Cc2ccccc2CN=[N+]=[N-])c(O[N+](=O)[O-])cc1[O:0][CH2:0]O,C([*])O,c1(O*)c(OC)cc(OCc2c(OC)cc([N+](=O)[O-])c(C(OCc3cc(OC)c(OC)c(OC)c3)=O)c2OC(N(C)Cc2c(CN=[N+]=[N-])cccc2)=O)c(O[N+]([O-])=O)c1,53.650306701660156
COc1cc(C(=O)OC2CCN(C(=O)Oc3cc(COc4c([O:0][CH2:0]O)ccc(CO)c4OC(CO)C(N)=O)c(C#N)c(F)c3C)CC2)cc(OC)c1OC,C([*])O,c1(O*)c(OCc2c(C#N)c(F)c(C)c(OC(N3CCC(OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)=O)c2)c(OC(C(N)=O)CO)c(CO)cc1,60.3213996887207
COc1ccccc1OCc1cc(Cl)ccc1COc1ccc(C(F)(COc2cc(F)c(CC(=O)c3cc(F)c(O)c(F)c3)[c:0]([CH2:0]O)c2)C(=O)O)cc1,C([*])O,FC(COc1cc(*)c(CC(=O)c2cc(F)c(O)c(F)c2)c(F)c1)(C(O)=O)c1ccc(OCc2c(COc3c(OC)cccc3)cc(Cl)cc2)cc1,59.4045524597168
Cc1cc(OCC(=O)O)cc(O)c1[O:0][CH2:0]O,C([*])O,c1(OCC(=O)O)cc(O)c(O*)c(C)c1,18.539661407470703
C=CCC1SNc2c(C(=O)O)c(OCCCCCC3SCC4NC(=O)NC43)c(OC3(c4cc(C(F)(F)F)cc(OC)c4[O:0][CH2:0]O)CC(O)C3c3cc(OC)c(OCC4(O)CCCC4N)cc3OC)c(OC)c21,C([*])O,O(c1c(OC2(c3c(O*)c(OC)cc(C(F)(F)F)c3)CC(O)C2c2c(OC)cc(OCC3(O)C(N)CCC3)c(OC)c2)c(OC)c2c(c1C(O)=O)NSC2CC=C)CCCCCC1SCC2C1NC(=O)N2,81.07769775390625
O=[N+]([O-])c1cc([N+](=O)[O-])c(C2([CH2:0][CH2:0]O)CCNCC2)c([N+](=O)[O-])c1,C([*])O,C1NCCC(C*)(c2c([N+]([O-])=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])C1,21.18291664123535
COC(=O)c1c(OS(=O)(=O)O)ccc(C2(O)Cc3cc(OC)c(C(=O)N(C)O)cc3C2(C#N)Oc2cc(CNc3c([NH:0][CH2:0]O)c(=O)c3=O)c(C(=O)O)c(OS(N)(=O)=O)c2Oc2ccccc2OC)c1OC,C([*])O,C(Nc1c(=O)c(=O)c1N*)c1c(C(O)=O)c(OS(N)(=O)=O)c(Oc2c(OC)cccc2)c(OC2(C#N)c3c(cc(OC)c(C(=O)N(O)C)c3)CC2(O)c2c(OC)c(C(=O)OC)c(OS(=O)(O)=O)cc2)c1,86.2618408203125
O[CH2:0][O:0]c1c(F)c(F)c(F)c(F)c1Cl,C([*])O,Fc1c(O*)c(Cl)c(F)c(F)c1F,12.083573341369629
