SMILES,Warheads,Linker,NLL
Oc1cncc(CCN2CC3CN(CCc4ccoc4)CC3C2)c1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CCN1CC2CN(CC[*])CC2C1,11.763819694519043
O=C(c1cc(NCCc2cncc(O)c2)n2cccc2n1)N1CCN(c2ccoc2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,n12c(NCC[*])cc(C(N3CCN([*])CC3)=O)nc1ccc2,15.786866188049316
Oc1cncc(C2CCCN(Cc3nc(-c4ccoc4)no3)C2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1CCC([*])CN1Cc1nc([*])no1,8.938488960266113
Oc1cncc(C=Cc2nc3ncc(-c4ccoc4)cc3[nH]2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C(=C[*])c1nc2c([nH]1)cc([*])cn2,13.71279239654541
CC(Cc1ccoc1)CN1CCC2CCCCC2(c2cncc(O)c2)C1,c1ncc(*)cc1O|c1(*)ccoc1,C1C2C([*])(CCC1)CN(CC(C)C[*])CC2,17.659908294677734
CCCCC1=C2C=CC(=Cc3c4cc5c(ncn5Cc5ccoc5)c-4cn(CCC)c31)OCCCN2CCC1(c2cncc(O)c2)CCC1,c1ncc(*)cc1O|c1(*)ccoc1,C(n1c2c(cc(OCCCN3CCC4([*])CCC4)ccc3c2CCCC)c2c(c1)c1c(c2)n(C[*])cn1)CC,45.03016662597656
Nc1nc(-c2ccoc2)cc2c1ncn2C1CC(CO)N(CCc2cncc(O)c2)C1,c1ncc(*)cc1O|c1(*)ccoc1,C(O)C1N(CC[*])CC(n2c3c(c(N)nc([*])c3)nc2)C1,18.582918167114258
CC(Cc1cncc(O)c1)C1CCC(CC(C)n2cc(C#Cc3ccoc3)nn2)O1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(C1CCC(CC(n2cc(C#C[*])nn2)C)O1)C,13.06306266784668
Oc1cncc(-c2cn(C3CCN(CCc4ccoc4)CC3)nn2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1CC(n2cc([*])nn2)CCN1CC[*],11.265974998474121
O=S(=O)(c1ccc(-c2ccoc2)cc1)N1CCN2CC(Cc3cncc(O)c3)C(C2)C1,c1ncc(*)cc1O|c1(*)ccoc1,C1(C[*])CN2CCN(S(=O)(=O)c3ccc([*])cc3)CC1C2,20.736581802368164
CN(C)C1CN(C(=O)CCc2cncc(O)c2)CCC1N1CCC(c2ccoc2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,CN(C)C1CN(C(=O)CC[*])CCC1N1CCC([*])CC1,20.898391723632812
O=C(CC1CCCN1c1ncnc2c(-c3ccoc3)cnn12)NCCc1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,n1c(N2CCCC2CC(=O)NCC[*])n2c(c([*])cn2)nc1,21.90326499938965
CC1=CC=CN=NC(c2ccoc2)=Cc2ncn3c(=O)c2C(=C1)C(N1CCN(c2cncc(O)c2)CC1)C3,c1ncc(*)cc1O|c1(*)ccoc1,N1([*])CCN(C(Cn2c(=O)c3c(nc2)cc([*])nn2)c3cc(C)ccc2)CC1,25.55276870727539
O=C(NC1CNCC1Cc1cncc(O)c1)c1ccc2c(C(=O)O)cc(-c3ccoc3)nc2c1,c1ncc(*)cc1O|c1(*)ccoc1,C([*])C1CNCC1NC(c1ccc2c(c1)nc([*])cc2C(O)=O)=O,27.167848587036133
O=C(NC1CC(c2cncc(O)c2)C1)c1cccc(-c2ccoc2)n1,c1ncc(*)cc1O|c1(*)ccoc1,C1([*])CC(NC(c2cccc([*])n2)=O)C1,12.93743896484375
Cc1cc(=O)c2c3c(nn2[nH]1)C(=O)N(Cc1csc(-c2cncc(O)c2)n1)C1CCCC1(CCc1ccoc1)O3,c1ncc(*)cc1O|c1(*)ccoc1,n1n2c(c3c1C(=O)N(Cc1nc([*])sc1)C1CCCC1(CC[*])O3)c(=O)cc(C)[nH]2,45.91743087768555
CC(C(Cc1ccoc1)N1CC2CC1CN2C(=O)CCc1cncc(O)c1)N(C)C,c1ncc(*)cc1O|c1(*)ccoc1,C(N1CC2CC1CN2C(=O)CC[*])(C(C)N(C)C)C[*],26.557723999023438
CC(C)C(c1nnn(Cc2ccoc2)n1)N1CCN(c2cncc(O)c2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,n1c(C(C(C)C)N2CCN([*])CC2)nnn1C[*],12.457988739013672
CN(C)N=C1CN(CC(N)Cc2ccoc2)c2ccccc2C(CC(=O)NCCc2cncc(O)c2)CN1,c1ncc(*)cc1O|c1(*)ccoc1,C(N1CC(=NN(C)C)NCC(CC(=O)NCC[*])c2ccccc21)C(C[*])N,26.981212615966797
CS(=O)(=O)c1cc(-c2ccoc2)ccc1OCC1CC1c1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1C([*])C1COc1ccc([*])cc1S(C)(=O)=O,21.29233741760254
O=C(CCc1ccoc1)NCC1CC12CCN(c1cncc(O)c1)CC2,c1ncc(*)cc1O|c1(*)ccoc1,N1([*])CCC2(C(CNC(CC[*])=O)C2)CC1,14.699071884155273
Oc1cncc(N2CCC(CCCN3CCC(c4ccoc4)CC3)CC2)c1,c1ncc(*)cc1O|c1(*)ccoc1,N1([*])CCC(CCCN2CCC([*])CC2)CC1,13.201523780822754
Oc1cncc(CC2CCNc3cc(-c4ccc(-c5ccoc5)cc4)nn32)c1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC1n2c(cc(-c3ccc([*])cc3)n2)NCC1,19.407136917114258
CC1OC(=O)C2C(CO)OC(CCC(=O)CCc3ccoc3)C12c1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,C(O)C1C2C([*])(C(C)OC2=O)C(CCC(=O)CC[*])O1,22.583505630493164
NC(CNC1(c2cccc(-c3cncc(O)c3)n2)CCCC1)Cc1ccoc1,c1ncc(*)cc1O|c1(*)ccoc1,c1c([*])nc(C2(NCC(C[*])N)CCCC2)cc1,19.0213623046875
CCCCc1nc(NCc2cn(CCc3cncc(O)c3)nn2)c2c(C(C)Cc3ccoc3)c(O)c(O)cc2n1,c1ncc(*)cc1O|c1(*)ccoc1,n1nn(CC[*])cc1CNc1c2c(C(C[*])C)c(O)c(O)cc2nc(CCCC)n1,31.17229461669922
CCC(C)CNC(=O)N1CC(CN2CCC(c3cncc(O)c3)CC2)C(c2ccccc2)N1CCCc1ccoc1,c1ncc(*)cc1O|c1(*)ccoc1,CCC(C)CNC(=O)N1CC(CN2CCC([*])CC2)C(c2ccccc2)N1CCC[*],28.555246353149414
CC1CN(CCc2ccoc2)C(=O)N(Cc2cncc(-c3cncc(O)c3)n2)C1C,c1ncc(*)cc1O|c1(*)ccoc1,[*]c1cncc(CN2C(C)C(C)CN(CC[*])C2=O)n1,20.700408935546875
O=C(CCc1cccc(NC(=O)C2CCCN(C(=O)Cc3cncc(O)c3)C2)c1)Nc1ccc(C(=O)Nc2cccc(-c3ccoc3)c2)cc1,c1ncc(*)cc1O|c1(*)ccoc1,c1cc(NC(C2CN(C(=O)C[*])CCC2)=O)cc(CCC(Nc2ccc(C(Nc3cc([*])ccc3)=O)cc2)=O)c1,24.490787506103516
CC1C2CCN(CC1NC(=O)Cc1ccc(-c3ccoc3)cc1)C(CCc1cncc(O)c1)C2,c1ncc(*)cc1O|c1(*)ccoc1,C(C[*])C1N2CCC(C(C)C(NC(=O)Cc3ccc([*])cc3)C2)C1,30.125242233276367
O=C(NC1CCCC(c2cncc(O)c2)C1)c1ccn2c(-c3ccoc3)nnc2c1Cl,c1ncc(*)cc1O|c1(*)ccoc1,c12n(ccc(C(=O)NC3CC([*])CCC3)c1Cl)c([*])nn2,27.295679092407227
CN1CC2C(CO)C1CN(CCc1cncc(O)c1)C2c1cccc(-c2ccoc2)n1,c1ncc(*)cc1O|c1(*)ccoc1,C(C[*])N1C(c2cccc([*])n2)C2C(CO)C(C1)N(C)C2,22.793195724487305
CN(C(=O)Nc1ccc(-c2ccoc2)c2cnc(N)nc12)C1CCN(c2cncc(O)c2)C1,c1ncc(*)cc1O|c1(*)ccoc1,c1cc(NC(N(C2CN([*])CC2)C)=O)c2nc(N)ncc2c1[*],31.953969955444336
NC1OCC(c2cncc(O)c2)C1n1cnc2c(NCCc3ccoc3)ncnc21,c1ncc(*)cc1O|c1(*)ccoc1,C1([*])COC(N)C1n1cnc2c1ncnc2NCC[*],16.757112503051758
N#CCC1(n2cc(C(N)=O)c(NCCc3ccoc3)n2)CCN(c2cncc(O)c2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,c1(C(=O)N)cn(C2(CC#N)CCN([*])CC2)nc1NCC[*],9.972122192382812
O=C(NCCc1cncc(O)c1)C1CCC(O)(CNCc2cccc(-c3ccoc3)c2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,C(C[*])NC(C1CCC(CNCc2cccc([*])c2)(O)CC1)=O,17.867523193359375
CC(C)C1CN(Cc2cncn2Cc2ccoc2)C(C)CN1C(=O)Cc1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1(C)CN(C(C[*])=O)C(C(C)C)CN1Cc1n(C[*])cnc1,19.97537612915039
O=C(c1nn(Cc2ccoc2)c2ccccc12)N1CCC(c2cncc(O)c2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,c1cccc2c(C(=O)N3CCC([*])CC3)nn(C[*])c12,16.303857803344727
O=C(c1cccc(-c2ccoc2)c1)N1CC2CN(c3cncc(O)c3)CC2C1,c1ncc(*)cc1O|c1(*)ccoc1,c1(C(=O)N2CC3C(CN([*])C3)C2)cc([*])ccc1,12.581396102905273
Nc1nc(-c2ccoc2)nc2c1ncn2CCCCC1CN(CCc2cncc(O)c2)C(CO)O1,c1ncc(*)cc1O|c1(*)ccoc1,C([*])CN1CC(CCCCn2c3c(nc2)c(N)nc([*])n3)OC1CO,18.09128761291504
O=C(Nc1ccc(CCc2ccoc2)nn1)C1CC1c1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1C([*])C1C(=O)Nc1nnc(CC[*])cc1,15.8735990524292
COc1cc(C(=O)NC2CC(c3cncc(O)c3)C2)ccc1-c1ccoc1,c1ncc(*)cc1O|c1(*)ccoc1,C1([*])CC(NC(c2cc(OC)c([*])cc2)=O)C1,11.772712707519531
CC(Cc1cncc(O)c1)N1C(=O)SCC(NC(Cc2ccc(Cl)cc2)c2nnc(-c3ccoc3)o2)C1=O,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(C)N1C(=O)C(NC(c2nnc([*])o2)Cc2ccc(Cl)cc2)CSC1=O,29.25045394897461
O=C(CCCN1CCC(c2cncc(O)c2)C1)Nc1nnc(-c2ccoc2)o1,c1ncc(*)cc1O|c1(*)ccoc1,C(CCCN1CC([*])CC1)(Nc1oc([*])nn1)=O,20.768836975097656
Oc1cncc(CCNc2ncc3c(-c4ccccn4)nn(CCc4ccoc4)c3n2)c1,c1ncc(*)cc1O|c1(*)ccoc1,n1c(-c2ncccc2)c2cnc(NCC[*])nc2n1CC[*],20.52846336364746
O=C(NCC1CCCN1C(=O)c1cccc(-c2ccoc2)c1)C1CCCC(c2cncc(O)c2)C1,c1ncc(*)cc1O|c1(*)ccoc1,c1(C(=O)N2CCCC2CNC(=O)C2CC([*])CCC2)cccc([*])c1,17.106016159057617
Oc1cncc(N2CCC(n3nc(-c4nc(Cc5ccoc5)no4)c4ccccc43)CC2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1CN([*])CCC1n1nc(-c2nc(C[*])no2)c2c1cccc2,18.813947677612305
CC(C)CC1CN(CC(C)Cc2ccoc2)C2(CCNCC2)CN1C(=O)CCc1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1N(C(CC[*])=O)C(CC(C)C)CN(CC(C[*])C)C12CCNCC2,21.716604232788086
Oc1cncc(C2CCCCC2CN2CCCC(Cc3ccoc3)C2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1([*])C(CN2CC(C[*])CCC2)CCCC1,11.517910957336426
NCCCC1CC2C(=O)N3CCc4ccc(-c5ccoc5)cc4C3CN(CC(N)Cc3cncc(O)c3)C2C1,c1ncc(*)cc1O|c1(*)ccoc1,C(C[*])(CN1CC2c3c(ccc([*])c3)CCN2C(=O)C2CC(CCCN)CC12)N,37.51409149169922
Cc1cc(NC(C)C(O)CNC2CCN(c3cncc(O)c3)CC2)n2nc(-c3ccoc3)nc2n1,c1ncc(*)cc1O|c1(*)ccoc1,c1(NC(C(CNC2CCN([*])CC2)O)C)n2nc([*])nc2nc(C)c1,24.572799682617188
Oc1cncc(CCSCc2cnc3ccc(-c4ccoc4)nn23)c1,c1ncc(*)cc1O|c1(*)ccoc1,n12c(CSCC[*])cnc1ccc([*])n2,11.170842170715332
CN(CC1CCN(c2cncc(O)c2)C1)C(=O)Cc1ccc(-c2ccoc2)cc1,c1ncc(*)cc1O|c1(*)ccoc1,C(N(C)CC1CCN([*])C1)(Cc1ccc([*])cc1)=O,16.484922409057617
Cc1ncccc1C(c1nnc(-c2ccoc2)o1)N1CCN(c2cncc(O)c2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,c1(C)ncccc1C(N1CCN([*])CC1)c1nnc([*])o1,21.584304809570312
CC1(c2ccoc2)CC(=O)N(CCCN2CCC(c3cncc(O)c3)CC2)C1=O,c1ncc(*)cc1O|c1(*)ccoc1,C(CCN1CCC([*])CC1)N1C(=O)CC(C)([*])C1=O,13.71217155456543
CC(=O)N(CCCN1CCC(c2cncc(O)c2)CC1)Cc1ccnc(-c2ccoc2)n1,c1ncc(*)cc1O|c1(*)ccoc1,C(CN1CCC([*])CC1)CN(C(=O)C)Cc1nc([*])ncc1,21.724361419677734
CC(Cc1ccoc1)NC(=O)c1cccc2nc(-c3cncc(O)c3)[nH]c12,c1ncc(*)cc1O|c1(*)ccoc1,[*]c1nc2c(c(C(NC(C)C[*])=O)ccc2)[nH]1,23.49736785888672
O=C(Cc1cncc(O)c1)N1CC2CN(c3nccc(-c4ccoc4)n3)CC2C1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(=O)N1CC2C(CN(c3nccc([*])n3)C2)C1,12.32893180847168
O=C(COC(=O)c1ccccc1-c1cncc(O)c1)Nc1n[nH]c2cc(-c3ccoc3)ccc12,c1ncc(*)cc1O|c1(*)ccoc1,c12c(NC(=O)COC(c3ccccc3[*])=O)n[nH]c1cc([*])cc2,21.226755142211914
CCC(C)NC1CCN(C(=O)Cc2ccc(-c3cncc(O)c3)cc2)CC1CC(=O)NC1CC(=O)N(CCc2ccoc2)C1,c1ncc(*)cc1O|c1(*)ccoc1,CC(CC)NC1CCN(C(Cc2ccc([*])cc2)=O)CC1CC(=O)NC1CN(CC[*])C(=O)C1,37.58292007446289
NC(Cc1cncc(O)c1)C(=O)N1CCCC1C(=O)Nc1nc(-c2ccoc2)cs1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(N)C(N1C(C(=O)Nc2nc([*])cs2)CCC1)=O,18.329025268554688
CC(CNC(=O)C(c1ccccc1)N1CCN(CCc2ccoc2)CC1)c1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,c1(C(C(=O)NCC([*])C)N2CCN(CC[*])CC2)ccccc1,19.679624557495117
NCCNC(=O)C1CN(CCCn2c(=O)c(N)nc3cnc(-c4ccoc4)nc32)CCC1NC(=O)Cc1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(NC1C(C(=O)NCCN)CN(CCCn2c3nc([*])ncc3nc(N)c2=O)CC1)=O,33.74825668334961
Nc1nc(C(=O)NCC2CCCN(CCc3cncc(O)c3)C2)c2cc(-c3ccoc3)ccc2n1,c1ncc(*)cc1O|c1(*)ccoc1,C([*])CN1CCCC(CNC(c2c3c(ccc([*])c3)nc(N)n2)=O)C1,17.699756622314453
CC(Nc1cn(C)c(-c2ccoc2)n1)c1cc(NC(=O)C2CCN(c3cncc(O)c3)CC2)nn1C,c1ncc(*)cc1O|c1(*)ccoc1,n1c(NC(C2CCN([*])CC2)=O)cc(C(Nc2cn(C)c([*])n2)C)n1C,19.428232192993164
CCCNC(C(=O)NC1CCN(c2cncc(O)c2)CC1)c1cncc(-c2ccoc2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C(NC(C(NC1CCN([*])CC1)=O)c1cncc([*])c1)CC,20.92892837524414
CCC(Cc1ccoc1)N1CC2CN(C(=O)Cc3cncc(O)c3)CCCC21,c1ncc(*)cc1O|c1(*)ccoc1,C12CN(C(=O)C[*])CCCC1N(C(CC)C[*])C2,23.99787712097168
CC(CC(=O)c1cncc(O)c1)N1CCC(O)(Cn2cnc3ccc(-c4ccoc4)nc3c2=O)CC1,c1ncc(*)cc1O|c1(*)ccoc1,O=c1n(CC2(O)CCN(C(CC([*])=O)C)CC2)cnc2c1nc([*])cc2,16.517324447631836
Oc1cncc(C2CCCN(c3nc4ccnn4c4nc(-c5ccoc5)cnc34)C2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1CCC([*])CN1c1nc2n(ncc2)c2nc([*])cnc12,16.90114402770996
O=C(Cc1cncc(O)c1)c1cn(Cc2cn(Cc3ccoc3)nn2)nn1,c1ncc(*)cc1O|c1(*)ccoc1,C(n1nnc(C(=O)C[*])c1)c1cn(C[*])nn1,25.39924430847168
CC(C(=O)NCC(C(=O)NCc1cnc2cn(Cc3ccoc3)cc2c1)c1ccccc1)c1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,n1cc(CNC(=O)C(CNC(C(C)[*])=O)c2ccccc2)cc2c1cn(C[*])c2,34.569091796875
O=C(NC(Cc1ccc(O)cc1)CN1CCC(c2ccoc2)CC1)C1(c2cncc(O)c2)CCCC1,c1ncc(*)cc1O|c1(*)ccoc1,c1(CC(NC(=O)C2([*])CCCC2)CN2CCC([*])CC2)ccc(O)cc1,18.174436569213867
CC1CN(S(=O)(=O)Cc2ccc(-c3ccoc3)cn2)CCN1c1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,S(=O)(N1CC(C)N([*])CC1)(=O)Cc1ccc([*])cn1,27.843059539794922
O=C(Cc1cncc(O)c1)Nc1cccc(C2=NC(Cc3ccoc3)CO2)c1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(=O)Nc1cccc(C2=NC(C[*])CO2)c1,17.547691345214844
O=C(CN1CCC(c2cncc(O)c2)CC1)Nc1cc2cnc(-c3ccn4c(-c5ccoc5)cnc4c3)nc2cn1,c1ncc(*)cc1O|c1(*)ccoc1,C(CN1CCC([*])CC1)(Nc1ncc2c(c1)cnc(-c1cc3ncc([*])n3cc1)n2)=O,36.053627014160156
Oc1cncc(C2CCCC3(CCN(Cc4ccc(-c5ccoc5)cc4)C3)C2)c1,c1ncc(*)cc1O|c1(*)ccoc1,[*]C1CCCC2(CCN(Cc3ccc([*])cc3)C2)C1,14.10033130645752
CC1(c2cncc(O)c2)CC(=O)N(C(=O)CN2CCN(C(=O)CCCc3ccoc3)CC2(C)C)C1,c1ncc(*)cc1O|c1(*)ccoc1,O=C(N1CC(C)(C)N(CC(=O)N2CC(C)([*])CC2=O)CC1)CCC[*],22.085262298583984
O=C(Cc1cncc(O)c1)Nc1nnc(CCSCc2nnc(NC(=O)Cc3ccoc3)s2)s1,c1ncc(*)cc1O|c1(*)ccoc1,C(C[*])(=O)Nc1nnc(CCSCc2sc(NC(C[*])=O)nn2)s1,13.834081649780273
Oc1cncc(N2CCCC2CNCc2ccc(-c3ccoc3)cc2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C1N([*])C(CNCc2ccc([*])cc2)CC1,11.629652976989746
Oc1cncc(CC(O)CN2CCCCC2CCN2CCC(c3ccoc3)CC2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C(CC1N(CC(C[*])O)CCCC1)N1CCC([*])CC1,19.653804779052734
Oc1cncc(CCCNc2ncc3cc(-c4ccoc4)ccc3n2)c1,c1ncc(*)cc1O|c1(*)ccoc1,c12c(cnc(NCCC[*])n1)cc([*])cc2,13.70057201385498
O=C(O)C1CN(C(=O)Cc2cncc(O)c2)CC1Cn1cc(-c2ccoc2)nn1,c1ncc(*)cc1O|c1(*)ccoc1,c1n(CC2C(C(=O)O)CN(C(C[*])=O)C2)nnc1[*],20.384414672851562
CCN(C)CCOc1cc(CCCN2CCN(c3cncc(O)c3)CC2)c(OC)cc1-c1ccoc1,c1ncc(*)cc1O|c1(*)ccoc1,N(CC)(C)CCOc1cc(CCCN2CCN([*])CC2)c(OC)cc1[*],27.63272476196289
O=C(NC1CCC(c2cncc(O)c2)CC1)c1ncc(-c2ccoc2)s1,c1ncc(*)cc1O|c1(*)ccoc1,C1([*])CCC(NC(c2ncc([*])s2)=O)CC1,13.976588249206543
O=C(CCc1ccoc1)Nc1ccnn2cc(-c3cncc(O)c3)nc12,c1ncc(*)cc1O|c1(*)ccoc1,n1n2cc([*])nc2c(NC(CC[*])=O)cc1,11.89317798614502
O=C(NCCCN1CCC(c2cncc(O)c2)CC1)c1nnn(Cc2ccoc2)c1Cc1ccccc1,c1ncc(*)cc1O|c1(*)ccoc1,C1C([*])CCN(CCCNC(c2nnn(C[*])c2Cc2ccccc2)=O)C1,16.160972595214844
O=C(NCc1ccc(-c2ccoc2)cc1)c1nc(-c2cncc(O)c2)no1,c1ncc(*)cc1O|c1(*)ccoc1,c1(CNC(c2nc([*])no2)=O)ccc([*])cc1,17.731033325195312
CN1CC(n2cc(-c3cncc(O)c3)nn2)C(O)C(O)C1Cc1ccoc1,c1ncc(*)cc1O|c1(*)ccoc1,C1C(n2cc([*])nn2)C(O)C(O)C(C[*])N1C,17.583290100097656
Cc1cc2c(nc(CN3CCC(c4cncc(O)c4)CC3)n2Cc2ccoc2)c(O)n1,c1ncc(*)cc1O|c1(*)ccoc1,C1C([*])CCN(Cc2n(C[*])c3c(n2)c(O)nc(C)c3)C1,22.572410583496094
O=C(Cc1ccoc1)N1CCn2nc(-c3cncc(O)c3)cc2C1,c1ncc(*)cc1O|c1(*)ccoc1,n1n2c(cc1[*])CN(C(C[*])=O)CC2,13.350234985351562
O=C(Cc1cncc(O)c1)NC1CC2CCC(C1)N2Cc1cccc(-c2ccoc2)c1,c1ncc(*)cc1O|c1(*)ccoc1,[*]CC(NC1CC2CCC(C1)N2Cc1cc([*])ccc1)=O,14.78807544708252
CC(=O)NC(Cc1cncc(O)c1)C(=O)Nc1cccc2ncc(-c3ccoc3)nc12,c1ncc(*)cc1O|c1(*)ccoc1,c1ccc(NC(C(NC(=O)C)C[*])=O)c2nc([*])cnc12,21.93777847290039
O=C(CCc1ccoc1)N1CCCC1C(O)c1cncc(-c2cncc(O)c2)n1,c1ncc(*)cc1O|c1(*)ccoc1,O=C(N1CCCC1C(O)c1nc([*])cnc1)CC[*],20.328968048095703
CC(CCc1cncc(O)c1)NC(=O)C1C(C(=O)NCCc2ccoc2)C2CCC1C21CC1,c1ncc(*)cc1O|c1(*)ccoc1,C(C)(CC[*])NC(C1C(C(NCC[*])=O)C2C3(CC3)C1CC2)=O,20.106115341186523
OCC1C(c2cncc(O)c2)CN1Cc1ccc(-c2ccoc2)cc1,c1ncc(*)cc1O|c1(*)ccoc1,C1C([*])C(CO)N1Cc1ccc([*])cc1,15.051996231079102
NC1CC(c2cncc(O)c2)CCC1CCn1nnc2c(O)nc(-c3ccoc3)nc21,c1ncc(*)cc1O|c1(*)ccoc1,C1(N)CC([*])CCC1CCn1nnc2c1nc([*])nc2O,21.317733764648438
Oc1cncc(CCN2CCC3(CC3c3ccoc3)C2)c1,c1ncc(*)cc1O|c1(*)ccoc1,C(C[*])N1CCC2(C([*])C2)C1,12.4872465133667
Nc1c(-c2ccoc2)nc2ccc(N3CCC(c4cncc(O)c4)CC3)nn12,c1ncc(*)cc1O|c1(*)ccoc1,Nc1n2nc(N3CCC([*])CC3)ccc2nc1[*],16.833341598510742
Oc1cncc(-c2nnn(-c3ncc(-c4ccoc4)cn3)c2C2CC2)c1,c1ncc(*)cc1O|c1(*)ccoc1,c1(-n2c(C3CC3)c([*])nn2)ncc([*])cn1,15.816346168518066
O=C(Nc1nc2ccccc2c2nc(-c3ccoc3)nn12)NC1CCCCC1CCc1cncc(O)c1,c1ncc(*)cc1O|c1(*)ccoc1,C(NC1C(CC[*])CCCC1)(Nc1nc2c(c3nc([*])nn31)cccc2)=O,22.10906219482422
Oc1cncc(-c2cc(-c3nc4ccccc4n3CCc3ccoc3)ccn2)c1,c1ncc(*)cc1O|c1(*)ccoc1,c12ccccc1nc(-c1cc([*])ncc1)n2CC[*],14.229050636291504
CC1CN(CC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(-c3cncc(O)c3)cc2)C(Cc2ccoc2)CN1,c1ncc(*)cc1O|c1(*)ccoc1,O=C(Nc1cc(C(C)(C)C)nn1-c1ccc([*])cc1)CN1C(C[*])CNC(C)C1,20.093761444091797
CCN(CCc1cncc(O)c1)CC(c1cccs1)N1CCN(CCc2ccoc2)CC1,c1ncc(*)cc1O|c1(*)ccoc1,c1(C(CN(CC)CC[*])N2CCN(CC[*])CC2)sccc1,23.29766273498535
